CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location Point1
40850087,MADAME TUSSAUD'S,Manhattan,234,WEST   42 STREET,10036,3474292720,American,2025-09-08,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,20,,,2025-09-18,Cycle Inspection / Initial Inspection,40.756739691933,-73.988658816332,105,03,011300,1024665,1010130012,MN17,
50145152,FARMERS KITCHEN,Queens,11132,FARMERS BLVD,11412,9177031378,Tex-Mex,2024-08-13,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,55,,,2025-09-18,Pre-permit (Operational) / Initial Inspection,40.701310356368,-73.764965753077,412,27,040000,4222041,4104390017,QN08,
50092553,CURRY HEIGHTS,Brooklyn,151,REMSEN STREET,11201,7182609000,Indian,2024-12-02,Violations were cited in the following area(s).,28-03,"Lighting fixture located over, by or within food storage, preparation, service or display facility, and facility where utensils and equipment are cleaned and stored, which may shatter due to extreme heat, temperature changes or accidental contact; not fitted with shatterproof bulb or shielded and encased, with end caps or other device.",Not Critical,,,,2025-09-18,Administrative Miscellaneous / Initial Inspection,40.693464891033,-73.9922360578,302,33,000900,3002101,3002500019,BK09,
40510804,WOODROW DINER,Staten Island,655,ROSSVILLE AVENUE,10309,7186054031,American,2023-08-21,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,33,,,2025-09-18,Cycle Inspection / Initial Inspection,40.542592288455,-74.208331211757,503,51,020801,5079747,5061450300,SI32,
40386556,WESTSIDE RESTAURANT,Manhattan,2020,BROADWAY,10023,2127244000,American,2024-05-21,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,29,,,2025-09-18,Cycle Inspection / Initial Inspection,40.776410532869,-73.982123853828,107,06,015300,1029632,1011410013,MN14,
40424780,MANNA ONE BAKERY,Manhattan,27,CATHERINE STREET,10038,2126087551,Bakery Products/Desserts,2025-05-28,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,2025-05-28,2025-09-18,Cycle Inspection / Initial Inspection,40.712623617937,-73.997067391413,103,01,000800,1003355,1002770049,MN27,
50082149,NOONA NOODLES,Manhattan,11,WEST   32 STREET,10001,9176757234,Korean,2024-11-14,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,10,A,2024-11-14,2025-09-18,Cycle Inspection / Re-inspection,40.747407223937,-73.986090778063,105,04,007600,1015850,1008340033,MN17,
50048850,THE HOP SHOPPE,Staten Island,372,VAN DUZER STREET,10304,7184483400,American,2023-01-12,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing:  Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,32,,,2025-09-18,Cycle Inspection / Initial Inspection,40.62913560167,-74.079556554228,501,49,002100,5013510,5005150043,SI37,
40367870,AMORE PIZZERIA & RESTAURANT,Queens,3027,STRATTON STREET,11354,7184450579,Pizza,2023-03-09,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,13,A,2023-03-09,2025-09-18,Cycle Inspection / Re-inspection,40.769658810731,-73.834693968308,407,20,086900,4100747,4043690001,QN22,
50037954,FU SING,Manhattan,4151,BROADWAY,10033,2129289174,Chinese,2025-01-30,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,23,B,2025-01-30,2025-09-18,Cycle Inspection / Re-inspection,40.846573016652,-73.938344941647,112,10,026300,1063513,1021420217,MN36,
50114501,CHAKRA CAFE,Queens,4401,QUEENS BLVD,11104,3479448313,Coffee/Tea,2022-07-11,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper.  Surface not easily cleanable, sanitized and maintained.",Not Critical,0,,,2025-09-18,Pre-permit (Operational) / Compliance Inspection,40.743359387771,-73.920414788715,402,26,018300,4001904,4001610006,QN31,
50147862,Chick-fil-A,Manhattan,1532,2 AVENUE,10075,2124107500,American,2024-08-15,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,8,A,2024-08-15,2025-09-18,Pre-permit (Operational) / Initial Inspection,40.773800958138,-73.954699416008,108,05,013800,1049260,1015420053,MN32,
50001968,SUSHI 21,Manhattan,174,7 AVENUE,10011,6464866288,Japanese,2022-03-14,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,19,,,2025-09-18,Cycle Inspection / Initial Inspection,40.742429025864,-73.99686759237,104,03,008700,1014034,1007700038,MN13,
50155398,JUMIEKA GRAND,Manhattan,346,LEXINGTON AVENUE,10016,6469227830,Caribbean,2025-01-21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,46,,,2025-09-18,Pre-permit (Operational) / Initial Inspection,40.749952928113,-73.977139493502,106,04,008000,1019490,1008950075,MN20,
40362869,SHASHEMENE INT'L RESTAURANT,Brooklyn,195,EAST   56 STREET,11203,3474300871,Caribbean,2022-03-09,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,8,A,2022-03-09,2025-09-18,Cycle Inspection / Initial Inspection,40.651983222786,-73.924574944152,317,45,093800,3103101,3047040001,BK96,
50102541,BAO BAO,Manhattan,214,WEST   39 STREET,10018,9179652214,Chinese,2021-10-06,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,2021-10-06,2025-09-18,Pre-permit (Operational) / Initial Inspection,40.754414918467,-73.989049030637,105,03,011300,1080568,1007887501,MN17,
50142440,FRENCHETTE BAKERY AT THE WHITNEY,Manhattan,99,GANSEVOORT STREET,10014,6466665585,American,2025-07-09,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,52,,,2025-09-18,Cycle Inspection / Initial Inspection,40.739379286478,-74.008967367861,102,03,007900,1089239,1006440005,MN23,
41038249,DOMAND'S ITALIAN GOURMET DELI & CATERERS,Queens,30-29,STRATTON STREET,11354,7188864418,Sandwiches,2025-01-15,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,23,,,2025-09-18,Cycle Inspection / Initial Inspection,40.769642331824,-73.834686788866,407,20,086900,4100747,4043690001,QN22,
50161251,UNCLE FOON'S KITCHEN,Brooklyn,1482,86 STREET,11228,7185522252,Chinese,2025-04-28,Violations were cited in the following area(s).,20-04,"“Choking first aid” poster not posted. “Alcohol and Pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.",Not Critical,,,,2025-09-18,Administrative Miscellaneous / Initial Inspection,40.611590699658,-74.009846950332,311,50,017000,3166107,3063590040,BK27,
41566597,MARINA RESTAURANT,Queens,14403,JAMAICA AVENUE,11435,7182976211,Spanish,2021-08-20,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13,A,2021-08-20,2025-09-18,Cycle Inspection / Initial Inspection,40.702241448662,-73.811350436059,412,24,024000,4534222,4096740050,QN61,
50154886,CHARCUTERIE BY BOHEMIAN PICNICS NYC,Manhattan,200,CENTRAL PARK SOUTH,10019,9173610870,Armenian,2025-07-28,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,13,A,2025-07-28,2025-09-18,Pre-permit (Operational) / Initial Inspection,40.767012040872,-73.979444080558,105,04,013700,1024918,1010300029,MN17,
40602783,EL TINA FISH MARKET & SEAFOOD RESTAURANT,Manhattan,500,WEST  207 STREET,10034,2125698838,Seafood,2024-04-17,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,23,,,2025-09-18,Cycle Inspection / Initial Inspection,40.864459392694,-73.918974987265,112,10,029300,1081909,1022190021,MN01,
50141510,EL TEPEYAC,Manhattan,1505,LEXINGTON AVENUE,10029,3478856523,Mexican,2024-03-06,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,2024-03-06,2025-09-18,Pre-permit (Operational) / Re-inspection,40.786669299016,-73.950324719525,111,05,015802,1051731,1016250022,MN33,
41362527,CUSTOM BURGER/PHILLY CHEESE STEAK,Queens,,JFK INTERNATIONAL AIRPORT,11430,9177323654,Hamburgers,2025-06-12,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,7,A,2025-06-12,2025-09-18,Cycle Inspection / Initial Inspection,40.648312826068,-73.788281497594,,,,,,,
50164373,CHOP'T,Manhattan,332,1 AVENUE,10009,6466794604,American,2025-04-28,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,12,A,2025-04-28,2025-09-18,Pre-permit (Operational) / Initial Inspection,40.734662387109,-73.97998813346,106,04,004400,1082865,1009720001,MN50,
50129862,NEW GARDEN,Brooklyn,7120,13 AVENUE,11228,9173269382,Chinese,2024-07-03,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,45,,,2025-09-18,Cycle Inspection / Initial Inspection,40.622416434457,-74.005237672608,310,38,019600,3157627,3061770047,BK30,
40931927,VIAND CAFE,Manhattan,2130,BROADWAY,10023,2128772888,American,2023-04-05,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,32,,,2025-09-18,Cycle Inspection / Initial Inspection,40.780730657065,-73.981378854767,107,06,016300,1030727,1011660035,MN12,
50070203,FIVE SENSES,Manhattan,9,WEST   32 STREET,10001,2124410005,Korean,2023-01-03,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required.  Jewelry is worn on hands or arms.  Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,12,A,2023-01-03,2025-09-18,Cycle Inspection / Re-inspection,40.747390750548,-73.986051082137,105,04,007600,1015851,1008340035,MN17,
50105771,USA BROOKLYN DELICATESSEN,Manhattan,200,WEST   57 STREET,10019,6469271604,Sandwiches,2025-09-05,Violations were cited in the following area(s).,03I,"Juice packaged on premises with no or incomplete label, no warning statement",Critical,19,Z,2025-09-05,2025-09-18,Cycle Inspection / Re-inspection,40.765620601665,-73.980314527962,105,04,013700,1024896,1010280033,MN17,
50050674,MCDONALD'S,Bronx,1600,BOSTON ROAD,10460,7185427915,Hamburgers,2024-12-03,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,4,A,2024-12-03,2025-09-18,Cycle Inspection / Initial Inspection,40.835824833929,-73.89067016562,203,17,015500,2010302,2029670042,BX75,
50116389,GABY'S PIZZERIA & RESTAURANT,Queens,9535,SUTPHIN BLVD,11435,9293897920,Spanish,2025-01-09,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,60,,,2025-09-18,Cycle Inspection / Initial Inspection,40.698209235259,-73.806331003022,412,28,020800,4214517,4100270027,QN61,
