_id,APPLICATION#,APPLICATION_TYPE,DATE_SUBMITTED,DESCRIPTION,HEARING_DATE,POSTAL,REFERENCE_FILE#,STATUS,STREET_DIRECTION,STREET_NAME,STREET_NUM,STREET_TYPE,X,Y
861176,17 277456 ESC 38 OZ,OZ,2017-12-19,"Second Submission:

The revised submission propose to establish a plan of subdivision and to amend the Zoning By-law for the entire 3.56 hectare site known municipally as 670, 680 and 690 Progress Avenue to permit the redevelopment of the lands in four blocks.

Block 1: 2 buildings at 16 and 38 storeys
Block 2: 1 building st 28 storeys
Block 3: 2 buildings at 8 and 44 storeys
Block 4A: 1 building at 37 storeys
Block 4B: 2 buildings at 16 and 60 storeys

A total of 3,029 residential dwelling units are proposed (previously 2,245 residential units); a total of 1,995 vehicular parking spaces are proposed (previously 1,654 vehicular parking spaces) are proposed in three levels below grade, one level at grade and two levels above grade.

A 0.3 ha public park is proposed in the north east quadrant of the site (Block 2).  A child care facility is proposed in Block 4A.

Revisions to street network are also proposed.

As requested by staff, an Official Plan Amendment application was recently submitted and circulated separately (File #: 19 257336 ESC 24 OZ) as there is currently no cap in the Scarborough Centre Secondary Plan for parkland.",,M1H,,Under Review , ,PROGRESS,680,AVE,324994.265,4848423.001
861177,15 121003 000 00 MV,MV,2015-02-24,"To modify the redevelopment plan for a 31-storey mixed-use condominium building,  a 40-storey mixed-use condominium building and an 11-storey commercial building containing both retail and office space approved under Site-Specific By-law 1084-2013 by amending the building envelope setback of Area 1 on Map 2C of the By-law in order to accommodate at-grade display cases along the east side of the 11-storey building.",2015-06-24,M5R,A0203/15TEY,Closed, ,AVENUE,21,RD,313322.043,4836445.665
861178,15 127823 000 00 MV,MV,2015-03-16,To construct a new 22-storey and 19-storey mixed use condominium building located on seven-storey podiums with four levels of below grade parking.,,M5G,A0275/15TEY,Closed, ,BAY,636,ST,314104.975,4834996.018999999
861179,15 105150 000 00 MV,MV,2015-01-16,To permit a one-storey addition to the rear northwest portion of the existing two-storey semi-detached dwelling.,2015-03-05,M6E,A0032/15NY,Closed, ,FAIRBANK,86,AVE,308481.588,4839518.146000001
861180,14 248981 000 00 MV,MV,2014-11-06,"To alter a two-storey row house by constructing a third floor addition.  A previous Committee of Adjustment decision (A0140/11TEY) granted approval for the construction of a second floor along with a two-storey rear addition; as well as, the enclosure of the front porch.",2014-12-10,M4M,A1051/14TEY,Closed, ,MORSE,73,ST,317744.67,4835012.255
861181,14 249010 000 00 MV,MV,2014-11-06,"To alter the three-storey semi-detached dwelling by constructing a rear two-storey addition, and a partial third storey addition.",2015-01-14,M6H,A1052/14TEY,Closed, ,BROCK,363,AVE,309911.61100000003,4834511.658
861182,15 170802 000 00 MV,MV,2015-06-09,To alter the existing two-storey semi-detached dwelling by constructing a rear one-storey addition over the existing one-storey portion of the dwelling.,2015-08-19,M4J,A0602/15TEY,Closed,N,DEWHURST,213,BLVD,317571.505,4838235.493
861183,15 134592 000 00 MV,MV,2015-03-31,To construct a new three-storey detached dwelling.,2015-05-27,M5B,A0332/15TEY,Closed, ,GRANBY,117,ST,314641.229,4835502.973999999
861184,15 168702 000 25 MV,MV,2015-06-04,"To construct a rear deck addition in conjunction with a new pergola, at the rear east portion of the subject property.",2015-07-23,M4N,A0524/15NY,OMB Appeal, ,STRATHGOWAN,27,CRES,313733.076,4842100.143
861185,15 168736 STE 20 CD,CD,2015-06-04,"Application for draft plan of condominium for 333 residential units in a 31-storey building with 181 below-grade parking spaces. This standard condominium application is part of a larger mixed-use redevelopment plan that also includes a 41-storey building, which is not part of this application.",,   ,,Closed, ,NELSON,30,ST,,
861186,15 178990 000 00 MV,MV,2015-06-23,To construct a new three-storey single detached dwelling.,2015-09-09,M6G,A0666/15TEY,Closed, ,ROXTON,386,RD,310987.67,4835133.898
861187,15 171751 000 00 MV,MV,2015-06-10,To construct a one-storey front addition with a new front porch and a two-storey rear addition.,2015-08-13,M6E,A352/15EYK,Closed, ,HOLLAND PARK,103,AVE,309680.083,4838239.78
861188,15 188411 NNY 08 SA,SA,2015-07-10,"Proposal to obtain site plan approval for a two storey addition (2039.42 m²) at the northeast corner  and a five storey addition (5,620.33 m²) to the south of the existing Toronto Research Chemicals for to be used for labs, inventory and office uses.",,M3J,,NOAC Issued, ,BRISBANE,14,RD,307134.076,4847915.358
861189,15 188751 STE 19 OZ,OZ,2015-07-10,"The proposed development includes a number of mid-rise and tall buildings, ranging in height from 28-storeys on Bathurst Street, and stepping down toward the south and west. A total of 23 of the 27 listed heritage buildings on the site are being retained and incorporated into the development. The revised proposal comprises a total of 804 residential units in 59,883 square metres of residential floor area, and 15,253 square metres of new non-residential uses. The overall density of the proposal is FSI of 5.69 times the site, inclusive of retained heritage buildings, and 5.29 times the area of the site, exclusive of retained heritage buildings.  Access to underground parking is proposed from Lennox Street. A total of 480 underground vehicle parking spaces, 14 underground loading spaces, and 1038 bike parking spaces are proposed on site. The application also proposes 1150 square metres of on-site parkland and a new 440 square metre day nursery.  East Block File Number - 15 188751 STE 19 OZ (This is the Primary File Number). West Block File number - 15 188805 STE 19 OZ",,M5S,,Closed, ,BATHURST,742,ST,311963.369,4835784.079
861190,15 216041 WET 06 OZ,OZ,2015-09-10,Proposing two blocks of three-storey stacked townhouses containing a total of 28 residential dwelling units consisting of one block of 8 stacked townhouse units fronting Marina Avenue and a second block of 20 stacked townhouse units fronting Long Branch Avenue. Vehicle access to the site would be provided from Long Branch Avenue and all parking would be provided in an underground garage. ,,M8W,,Closed, ,LONG BRANCH,68,AVE,302038.059,4827975.607
861191,15 216051 WET 06 SA,SA,2015-09-10,Proposing two blocks of three-storey stacked townhouses containing a total of 28 residential dwelling units consisting of one block of 8 stacked townhouse units fronting Marina Avenue and a second block of 20 stacked townhouse units fronting Long Branch Avenue. Vehicle access to the site would be provided from Long Branch Avenue and all parking would be provided in an underground garage. ,,M8W,,Final Approval Completed, ,LONG BRANCH,68,AVE,302038.059,4827975.607
861192,16 106109 000 00 MV,MV,2016-01-19,"To construct a two storey front addition, a two storey rear addition and a second storey addition above the existing dwelling.",2016-02-25,M6E,A35/16EYK,Closed, ,ROCHDALE,15,AVE,308562.142,4838412.355
861193,16 122380 000 00 MV,MV,2016-03-01,To convert the existing rear detached garage into a studio.,2016-06-09,M5A,A0256/16TEY,Closed, ,CARLTON,397,ST,315921.831,4835980.693
861194,16 122429 000 00 MV,MV,2016-03-01,To construct a new rear deck at the east portion of the existing dwelling. ,2016-04-20,M3H,A0227/16NY,Closed, ,ALEXIS,71,BLVD,309372.743,4845701.634
861195,16 117384 000 00 MV,MV,2016-02-17,This application is for variances for a proposed two-storey house on the property at 43B Burnview Crescent.,2016-03-17,M1H,A051/16SC,Closed, ,BURNVIEW,43,CRES,325806.38899999997,4845957.701
861196,16 119785 000 00 MV,MV,2016-02-23,"To alter the existing three-storey detached house containing three dwelling units by adding a new residential dwelling unit on both the ground and second floor, for a total of five dwelling units in the building.",2016-06-09,M5R,A0221/16TEY,Closed, ,MADISON,137,AVE,312480.943,4836718.076
861197,16 149721 000 00 MV,MV,2016-05-03,To construct a new detached dwelling with an integral garage.,2016-06-23,M6L,A351/16EYK,Closed, ,RUSTIC,426,RD,306040.999,4841657.797
861198,16 108000 000 00 MV,MV,2016-01-25,To construct a new detached garage in the rear yard.,2016-02-25,M6E,A51/16EYK,Closed, ,CALEDONIA,384,RD,308012.651,4838336.393
861199,15 267828 000 00 CO,CO,2015-12-21,"This application is for a proposal to sever the land at 34 Cedar Drive into 2 lots for single family houses, shown as Parts 1 and 2 on the attached Lot Division Plan. The land shown as Part 3 would be merged with land to be severed from 30 Cedar Drive (File B073/15SC), shown as Part 4, to create a lot for a single family house. Two single family houses would also be built on the remaining land at 30 Cedar Drive, shown as Parts 5 and 6. The following is a description of the proposed lots:",2016-04-14,M1J,B072/15SC,Closed, ,CEDAR,34,DR,327547.922,4845008.084
861200,15 267836 000 00 MV,MV,2015-12-21,This application is for variances for a proposed detached house on a lot to be created by severance at 34 Cedar Drive (File B072/15SC). The proposed lot is shown as Part 1 on the attached Lot Division Plan. ,2016-04-14,M1J,A408/15SC,Closed, ,CEDAR,34,DR,327547.922,4845008.084
861201,10 188851 000 00 MV,MV,2010-06-03,To construct a second and third storey addition above the existing dwelling and a three storey addition to the rear of the existing dwelling.  The second storey addition will be cantilevered at the front and north side of the dwelling. ,2010-08-12,M6S,A300/10EYK,Closed, ,SOUTH KINGSWAY,92, ,306509.512,4833177.303
861202,10 209139 000 00 CO,CO,2010-06-29,To obtain consent for the purpose of a lot addition.,2010-09-16,M6N,B51/10EYK,Closed, ,GUNNS,33,RD,307054.925,4836865.2530000005
861203,10 266868 000 00 MV,MV,2010-09-28,"To legalize and to maintain the existing rear cold cellar and covered deck, which was constructed without a building permit.",2010-11-18,M6L,A464/10EYK,Closed, ,RUSTIC,174,RD,304893.731,4841313.932
861204,10 165613 000 00 MV,MV,2010-04-28,To construct three new roof-top dormers and to raise the garage roof.,2010-07-15,M6S,A242/10EYK,Closed, ,BRULE,17,GDNS,305774.828,4833644.719
861205,10 165654 000 00 MV,MV,2010-04-28,To legalize the east side one-storey addition.,2010-07-15,M6E,A234/10EYK,Closed, ,EARLSCOURT,81,AVE,308977.956,4837465.282
861206,10 265733 NNY 15 SA,SA,2010-09-27,"Site Plan Control application to implement the Council-approved rezoning application to permit the construction of a 3 storey student dormitory and 2 storey classroom addition.  Rezoning file No: 08 147016 NNY 15 OZ approved on April 1, 2010 by City Council with Bills enacting zoning held pending the execution of a Site Plan Agreement.",,M6B,,Closed, ,FAIRHOLME,70,AVE,309983.413,4841716.283
861207,10 320976 ESC 35 OZ,OZ,2010-12-30,"8 Semi-Detached Units, 46 Freehold Street Townhouse units and 63 Freehold Laneway Townhouse units for a total of 117 Residential units",,   ,,Closed, ,LILY CUP,23,AVE,639210.43,4840072.856000001
861208,10 320976 ESC 35 OZ,OZ,2010-12-30,"8 Semi-Detached Units, 46 Freehold Street Townhouse units and 63 Freehold Laneway Townhouse units for a total of 117 Residential units",,   ,,Closed, ,BELANGER,24,CRES,323007.238,4840093.5
861209,10 320976 ESC 35 OZ,OZ,2010-12-30,"8 Semi-Detached Units, 46 Freehold Street Townhouse units and 63 Freehold Laneway Townhouse units for a total of 117 Residential units",,   ,,Closed, ,BELANGER,64,CRES,323087.913,4840051.04
861210,10 320976 ESC 35 OZ,OZ,2010-12-30,"8 Semi-Detached Units, 46 Freehold Street Townhouse units and 63 Freehold Laneway Townhouse units for a total of 117 Residential units",,   ,,Closed, ,LILY CUP,66,AVE,323044.05199999997,4840118.187
861211,10 183553 WET 06 SA,SA,2010-05-27,Proposed new recreational building and air supported recreational structure on site of existing secondary school and public park.,,M8V,,Closed, ,BIRMINGHAM,290,ST,303123.404,4828748.954
861212,10 181430 000 00 MV,MV,2010-05-25,This is an application to enclose the existing veranda at the rear of the existing dwelling. Also proposed is the construction of a rear deck having an area of 129.2sq.ft.,2010-09-01,M5N,A0375/10NY,Closed,W,GLENGROVE,266,AVE,311601.719,4841651.119
861213,10 183375 000 00 MV,MV,2010-05-27,To construct a new detached garage in the rear yard of the property.,2010-07-15,M6E,A288/10EYK,Closed, ,HARVIE,412,AVE,308426.693,4838436.37
861214,10 187351 STE 29 SA,SA,2010-06-02,SPA application to permit redevelopment of the lands at 272-280 Donlands Avenue and 243 and 249 Cosburn Avenue for an 11-storey mixed use building containing community space at grade (Woodgreen community services) and 134 affordable residential dwelling units above. 105 parking spaces of which 99 spaces below grade - 2 levels below grade.  The existing buildings at 243 and 249 Cosburn Avenue will not be demolished.,,M4J,,Closed, ,DONLANDS,274,AVE,317540.08,4838739.906
861215,10 312865 000 00 MV,MV,2010-12-13,To construct a one-storey rear addition over the attached garage of the existing three- storey single detached dwelling.   ,2011-03-09,M4V,A1014/10TEY,Closed, ,ORIOLE,41,PKWY,312724.873,4839083.737
861216,10 195620 NNY 25 SA,SA,2010-06-14,Proposal for a new 2- storey dwelling with an integral garage.  Total gross floor area of 682.84 m2.,,M2P,,Closed, ,PLYMBRIDGE,49,RD,312949.36100000003,4844203.473999999
861217,10 289457 STE 19 OZ,OZ,2010-11-02,Rezoning application for 2 projects - North Parcel and South Parcel - North Parcel - One rowhouse with 9 dwelling units 3 & 4 stories  - South Parcel - 7 storey mixed use building with retail at grade - 78 residential units - 67 parking spaces with 5 visitor parking spaces. 2 levels below grade parking.,,   ,,Closed, ,MANNING,213,AVE,311978.857,4834417.055
