Account Number,Assessment Year,Suite,House Number,Street Name,Legal Description,Latitude,Longitude,Point Location,Neighbourhood,Actual Year Built,Garage,Zoning,Lot Size,Assessed Value,Assessment Class 1,Assessment Class % 1,Assessment Class 2,Assessment Class % 2,Assessment Class 3,Assessment Class % 3
1015817,2017,,1150,105 STREET NW,Plan: 8023036  Block: 17  Lot: 61ER,53.4427,-113.49996,POINT (-113.49996 53.4427),BEARSPAW,,N,AP,4851.7740,24000.00,COMMERCIAL,100,,,,
1006543,2015,207,14004,26 STREET NW,Plan: 8023191  Unit: 14,53.60417,-113.38284,POINT (-113.38284 53.60417),BANNERMAN,1980,N,RA7,150.2120,147000.00,RESIDENTIAL,100,,,,
1029354,2014,11,2020,105 STREET NW,Plan: 8120896  Unit: 11,53.4516,-113.50248,POINT (-113.50248 53.4516),KEHEEWIN,1980,N,RF5,246.9260,247500.00,RESIDENTIAL,100,,,,
1017243,2016,,94,WOLF CRESCENT NW,Plan: 4697TR  Block: 9  Lot: 17,53.5065,-113.60008,POINT (-113.60008 53.5065),WESTRIDGE,1975,Y,RF1,674.1790,558500.00,RESIDENTIAL,100,,,,
1016229,2014,,51,WOLF CRESCENT NW,Plan: 4697TR  Block: 8  Lot: 14,53.5063,-113.59768,POINT (-113.59768 53.5063),WESTRIDGE,1975,Y,RF1,832.3610,587500.00,RESIDENTIAL,100,,,,
1019579,2013,,229,WOLF WILLOW CRESCENT NW,Plan: 7521087  Block: 12  Lot: 7,53.50467,-113.59688,POINT (-113.59688 53.50467),WESTRIDGE,1976,Y,RF1,686.2490,581500.00,RESIDENTIAL,100,,,,
1013051,2018,,10607,10 AVENUE NW,Plan: 8023036  Block: 12  Lot: 41,53.43956,-113.49839,POINT (-113.49839 53.43956),BEARSPAW,1983,Y,RF1,576.3980,426500.00,RESIDENTIAL,100,,,,
1028695,2013,57,10453,20 AVENUE NW,Plan: 8120013  Unit: 51,53.44972,-113.49878,POINT (-113.49878 53.44972),KEHEEWIN,1980,N,RF5,238.6820,238000.00,RESIDENTIAL,100,,,,
1029784,2019,55,2020,105 STREET NW,Plan: 8120896  Unit: 54,53.4516,-113.50248,POINT (-113.50248 53.4516),KEHEEWIN,1980,N,RF5,248.4600,224500.00,RESIDENTIAL,100,,,,
1013390,2014,,10438,10A AVENUE NW,Plan: 8023036  Block: 12  Lot: 60,53.44159,-113.49635,POINT (-113.49635 53.44159),BEARSPAW,1985,Y,RF1,612.9200,445500.00,RESIDENTIAL,100,,,,
1016492,2014,,10442,14 AVENUE NW,Plan: 8023036  Block: 19  Lot: 36,53.44557,-113.49628,POINT (-113.49628 53.44557),BEARSPAW,1984,Y,RF1,649.3660,473000.00,RESIDENTIAL,100,,,,
1035765,2014,,9535,178 AVENUE NW,Plan: 8120894  Block: 1  Lot: 153A,53.63976,-113.49077,POINT (-113.49077 53.63976),LAGO LINDO,1987,N,RF4,730.4200,287500.00,RESIDENTIAL,100,,,,
1008275,2014,,8331,152C AVENUE NW,Plan: 8023176  Block: 48  Lot: 3,53.61507,-113.46979,POINT (-113.46979 53.61507),EVANSDALE,1982,Y,RF1,502.9730,314500.00,RESIDENTIAL,100,,,,
1033273,2017,,8331,80 AVENUE NW,Plan: 8120346  Block: 13  Lot: 29B,53.51582,-113.45673,POINT (-113.45673 53.51582),KING EDWARD PARK,1978,Y,RF3,288.0700,345000.00,RESIDENTIAL,100,,,,
1027812,2015,26,3812,20 AVENUE NW,Plan: 8120611  Unit: 71,53.45176,-113.40076,POINT (-113.40076 53.45176),DALY GROVE,1980,N,RF5,236.5510,192000.00,RESIDENTIAL,100,,,,
1016682,2015,,598,WOLF WILLOW ROAD NW,Plan: 4697TR  Block: 8  Lot: 33,53.50649,-113.59669,POINT (-113.59669 53.50649),RIVER VALLEY LESSARD NORTH,,N,A,37001.2810,183000.00,COMMERCIAL,100,,,,
1027952,2013,7,10141,154 STREET NW,Plan: 8120494  Unit: 7,53.54294,-113.58631,POINT (-113.58631 53.54294),CANORA,1966,N,RA7,79.7100,69000.00,RESIDENTIAL,100,,,,
1022979,2018,,183,WOLF WILLOW CRESCENT NW,Plan: 7521087  Block: 15  Lot: 33,53.50152,-113.5937,POINT (-113.5937 53.50152),WESTRIDGE,1977,Y,RF1,1546.7700,1151000.00,RESIDENTIAL,100,,,,
1030873,2017,,3313,138 AVENUE NW,Plan: 8120789  Unit: 6,53.60005,-113.39268,POINT (-113.39268 53.60005),HAIRSINE,1979,N,RF5,246.6550,178500.00,RESIDENTIAL,100,,,,
1029701,2018,47,2020,105 STREET NW,Plan: 8120896  Unit: 46,53.4516,-113.50248,POINT (-113.50248 53.4516),KEHEEWIN,1980,N,RF5,246.9260,255000.00,RESIDENTIAL,100,,,,
1029743,2018,51,2020,105 STREET NW,Plan: 8120896  Unit: 50,53.4516,-113.50248,POINT (-113.50248 53.4516),KEHEEWIN,1980,N,RF5,248.4600,252000.00,RESIDENTIAL,100,,,,
1025576,2014,,10522,84 AVENUE NW,Plan: 8120568  Unit: 2,53.52029,-113.50142,POINT (-113.50142 53.52029),STRATHCONA,1980,N,RA7,126.0920,246500.00,RESIDENTIAL,100,,,,
1008101,2018,,10332,180 STREET NW,Plan: 4761AE  Block: 18  Lot: 7,53.54522,-113.63413,POINT (-113.63413 53.54522),MORIN INDUSTRIAL,,N,RF1,731.6250,82500.00,COMMERCIAL,100,,,,
1016443,2012,,95,WOLF CRESCENT NW,Plan: 4697TR  Block: 8  Lot: 25,53.50689,-113.60057,POINT (-113.60057 53.50689),WESTRIDGE,1977,Y,RF1,816.2660,551000.00,RESIDENTIAL,100,,,,
1011576,2016,,105,ROCHE CRESCENT NW,Plan: 8023232  Block: 54  Lot: 20,53.47563,-113.5892,POINT (-113.5892 53.47563),RHATIGAN RIDGE,1982,Y,RF1,974.5920,517000.00,RESIDENTIAL,100,,,,
1011873,2019,,710,RIDDELL STREET NW,Plan: 8023232  Block: 58  Lot: 6,53.47784,-113.59064,POINT (-113.59064 53.47784),RHATIGAN RIDGE,1981,Y,RF1,793.9420,617000.00,RESIDENTIAL,100,,,,
1033331,2016,,10313,151 STREET NW,Plan: 8120127  Block: 57  Lot: 2A,53.54518,-113.58106,POINT (-113.58106 53.54518),CANORA,1974,Y,RF2,342.9550,278500.00,RESIDENTIAL,100,,,,
1033463,2013,,18419,96A AVENUE NW,Plan: 8120095  Block: 52  Lot: 3A,53.53201,-113.64096,POINT (-113.64096 53.53201),LA PERLE,1981,Y,RPL,344.5010,279000.00,RESIDENTIAL,100,,,,
1015460,2017,,536,WOLF WILLOW ROAD NW,Plan: 4697TR  Block: 6  Lot: 47,53.50775,-113.60776,POINT (-113.60776 53.50775),WESTRIDGE,1976,Y,RF1,965.6900,557000.00,RESIDENTIAL,100,,,,
1016781,2015,,10443,13 AVENUE NW,Plan: 8023036  Block: 20  Lot: 9,53.44371,-113.49684,POINT (-113.49684 53.44371),BEARSPAW,1984,Y,RF1,559.8340,434000.00,RESIDENTIAL,100,,,,
1007640,2012,,8311,152B AVENUE NW,Plan: 8023176  Block: 47  Lot: 127,53.61428,-113.46879,POINT (-113.46879 53.61428),EVANSDALE,1982,Y,RF1,465.0410,308000.00,RESIDENTIAL,100,,,,
1008754,2018,,8704,152B AVENUE NW,Plan: 8023176  Block: 49  Lot: 18,53.61461,-113.47498,POINT (-113.47498 53.61461),EVANSDALE,1982,Y,RF1,596.6740,414500.00,RESIDENTIAL,100,,,,
1034388,2015,,10712,21 AVENUE NW,Plan: 8120954  Block: 2  Lot: 26,53.45231,-113.50412,POINT (-113.50412 53.45231),KEHEEWIN,1983,N,RF1,533.2050,350000.00,RESIDENTIAL,100,,,,
1034552,2013,,10838,21 AVENUE NW,Plan: 8120954  Block: 2  Lot: 42,53.45282,-113.50581,POINT (-113.50581 53.45282),KEHEEWIN,1986,Y,RF4,375.5580,331000.00,RESIDENTIAL,100,,,,
1021013,2013,,214,WOLF WILLOW CRESCENT NW,Plan: 7521087  Block: 13  Lot: 28,53.50356,-113.59621,POINT (-113.59621 53.50356),WESTRIDGE,1976,Y,RF1,889.8990,686000.00,RESIDENTIAL,100,,,,
1017896,2013,,48,WILLOW WAY NW,Plan: 7521087  Block: 10  Lot: 19,53.5043,-113.60125,POINT (-113.60125 53.5043),WESTRIDGE,1976,Y,RF1,678.2090,444500.00,RESIDENTIAL,100,,,,
1006832,2018,313,14004,26 STREET NW,Plan: 8023191  Unit: 34,53.60417,-113.38284,POINT (-113.38284 53.60417),BANNERMAN,1980,N,RA7,150.2120,145000.00,RESIDENTIAL,100,,,,
1030436,2019,5,10160,119 STREET NW,Plan: 8120783  Unit: 5,53.54227,-113.52735,POINT (-113.52735 53.54227),OLIVER,1980,N,RA8,67.0510,221500.00,RESIDENTIAL,100,,,,
1019496,2016,,245,WOLF WILLOW CRESCENT NW,Plan: 7521087  Block: 12  Lot: 3,53.50466,-113.59793,POINT (-113.59793 53.50466),WESTRIDGE,1976,Y,RF1,632.5050,564000.00,RESIDENTIAL,100,,,,
1007517,2016,,10145,178 STREET NW,Plan: 7521629  Lot: D,53.54282,-113.62571,POINT (-113.62571 53.54282),STONE INDUSTRIAL,1976,N,IB,17562.2130,4877500.00,COMMERCIAL,100,,,,
1013861,2019,,154,WESTRIDGE ROAD NW,Plan: 4697TR  Block: 5  Lot: 3,53.50978,-113.61354,POINT (-113.61354 53.50978),WESTRIDGE,1974,Y,RF1,612.7780,527000.00,RESIDENTIAL,100,,,,
1011451,2017,,819,RICHARDS CRESCENT NW,Plan: 8023232  Block: 54  Lot: 14,53.47602,-113.58801,POINT (-113.58801 53.47602),RHATIGAN RIDGE,1985,Y,RF1,752.6890,691500.00,RESIDENTIAL,100,,,,
1011022,2017,,7703,170 STREET NW,Plan: 4697TR  Block: 1  Lot: 47G,53.50954,-113.61454,POINT (-113.61454 53.50954),WESTRIDGE,1973,N,RF1,37.1490,5500.00,COMMERCIAL,100,,,,
1008754,2012,,8704,152B AVENUE NW,Plan: 8023176  Block: 49  Lot: 18,53.61461,-113.47498,POINT (-113.47498 53.61461),EVANSDALE,1982,Y,RF1,596.6740,393000.00,RESIDENTIAL,100,,,,
1027648,2013,66,3812,20 AVENUE NW,Plan: 8120611  Unit: 54,53.45176,-113.40076,POINT (-113.40076 53.45176),DALY GROVE,1980,N,RF5,236.5510,188500.00,RESIDENTIAL,100,,,,
1037225,2015,,18016,95 STREET NW,Plan: 8120894  Block: 12  Lot: 7,53.6422,-113.48899,POINT (-113.48899 53.6422),LAGO LINDO,1987,Y,RF1,481.7690,365500.00,RESIDENTIAL,100,,,,
1028992,2018,6,10415,78 AVENUE NW,Plan: 8120394  Unit: 6,53.51397,-113.49867,POINT (-113.49867 53.51397),QUEEN ALEXANDRA,1962,N,RA7,78.4430,94500.00,RESIDENTIAL,100,,,,
1027085,2015,2,1020,41 STREET NW,Plan: 8120382  Unit: 32,53.43868,-113.40593,POINT (-113.40593 53.43868),CRAWFORD PLAINS,1979,N,RF5,237.2460,201000.00,RESIDENTIAL,100,,,,
1010818,2019,,264,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 53  Lot: 6,53.47673,-113.58929,POINT (-113.58929 53.47673),RHATIGAN RIDGE,1982,Y,RF1,643.7110,574000.00,RESIDENTIAL,100,,,,
1024355,2015,,18463,66 AVENUE NW,Plan: 8120597  Unit: 3,53.50028,-113.64085,POINT (-113.64085 53.50028),ORMSBY PLACE,1978,N,RF5,235.9430,181000.00,RESIDENTIAL,100,,,,
1003045,2012,,23,WEDGEWOOD CRESCENT NW,Plan: 6483KS  Block: 3  Lot: 10,53.47961,-113.63524,POINT (-113.63524 53.47961),WEDGEWOOD HEIGHTS,1963,Y,RR,5277.8740,1097000.00,RESIDENTIAL,100,,,,
1012293,2013,,15112,45 AVENUE NW,Plan: 8023171  Unit: 5,53.48456,-113.58192,POINT (-113.58192 53.48456),RAMSAY HEIGHTS,1980,Y,RF5,354.0880,327000.00,RESIDENTIAL,100,,,,
1007301,2012,,8703,152B AVENUE NW,Plan: 8023176  Block: 47  Lot: 97,53.61424,-113.47494,POINT (-113.47494 53.61424),EVANSDALE,1982,N,RF1,465.7010,275500.00,RESIDENTIAL,100,,,,
1014026,2016,,210,WESTRIDGE ROAD NW,Plan: 4697TR  Block: 5  Lot: 11,53.51064,-113.61247,POINT (-113.61247 53.51064),WESTRIDGE,1980,Y,RF1,905.8960,664500.00,RESIDENTIAL,100,,,,
1034198,2014,,10618,161 AVENUE NW,Plan: 7920295  Block: 54  Lot: 9 / Plan: 7920295  Block: 54  Lot: 9A,53.62046,-113.50703,POINT (-113.50703 53.62046),BEAUMARIS,1981,Y,RF4,669.8150,445500.00,RESIDENTIAL,100,,,,
1010453,2015,,912,RICE ROAD NW,Plan: 8023232  Block: 52  Lot: 43,53.47826,-113.5869,POINT (-113.5869 53.47826),RHATIGAN RIDGE,1981,Y,RF1,583.2270,529500.00,RESIDENTIAL,100,,,,
1028158,2017,11,10131,154 STREET NW,Plan: 8120494  Unit: 27,53.54294,-113.58631,POINT (-113.58631 53.54294),CANORA,1966,N,RA7,80.8100,83000.00,RESIDENTIAL,100,,,,
1010453,2013,,912,RICE ROAD NW,Plan: 8023232  Block: 52  Lot: 43,53.47826,-113.5869,POINT (-113.5869 53.47826),RHATIGAN RIDGE,1981,Y,RF1,583.2270,478000.00,RESIDENTIAL,100,,,,
1007749,2014,,15237,83 STREET NW,Plan: 8023176  Block: 47  Lot: 134,53.61491,-113.46805,POINT (-113.46805 53.61491),EVANSDALE,1983,Y,RF1,518.9100,313500.00,RESIDENTIAL,100,,,,
1017078,2017,,10422,12 AVENUE NW,Plan: 8023036  Block: 20  Lot: 28,53.44307,-113.49537,POINT (-113.49537 53.44307),BEARSPAW,1985,Y,RF1,774.9850,458000.00,RESIDENTIAL,100,,,,
1032101,2013,,2548,79 STREET NW,Plan: 8120949  Unit: 34,53.45703,-113.45432,POINT (-113.45432 53.45703),MEYONOHK,1980,N,RF5,243.3440,187500.00,RESIDENTIAL,100,,,,
1028406,2014,19,10453,20 AVENUE NW,Plan: 8120013  Unit: 23,53.44972,-113.49878,POINT (-113.49878 53.44972),KEHEEWIN,1980,N,RF5,238.6820,237000.00,RESIDENTIAL,100,,,,
1001221,2019,,18421,17 AVENUE NW,Plan: 660TR  Lot: C,53.44685,-113.64172,POINT (-113.64172 53.44685),RIVER'S EDGE,2002,Y,RR,10049.6620,1366000.00,RESIDENTIAL,100,,,,
1012905,2014,,10659,10 AVENUE NW,Plan: 8023036  Block: 12  Lot: 28PUL,53.43961,-113.50157,POINT (-113.50157 53.43961),BEARSPAW,,N,AGU,549.5040,2500.00,COMMERCIAL,100,,,,
1035880,2017,,9508,178 AVENUE NW,Plan: 8120894  Block: 1  Lot: 164,53.64029,-113.48871,POINT (-113.48871 53.64029),LAGO LINDO,1987,Y,RF1,454.8430,358000.00,RESIDENTIAL,100,,,,
1026186,2013,304,10738,108 STREET NW,Plan: 8120220  Unit: 18,53.55261,-113.50712,POINT (-113.50712 53.55261),CENTRAL MCDOUGALL,1980,N,RA8,62.7070,110500.00,RESIDENTIAL,100,,,,
1007434,2017,,,,Plan: 8023176  Block: 47  Lot: 109PUL,53.61427,-113.47248,POINT (-113.47248 53.61427),EVANSDALE,,N,RF1,223.0490,0.00,RESIDENTIAL,100,,,,
1022052,2013,,5,WOLF WILLOW POINT NW,Plan: 7521087  Block: 15  Lot: 5,53.50069,-113.59569,POINT (-113.59569 53.50069),WESTRIDGE,1978,Y,RF1,1012.4570,1097500.00,RESIDENTIAL,100,,,,
1030048,2013,,6139,38 AVENUE NW,Plan: 8120902  Unit: 17,53.47351,-113.43127,POINT (-113.43127 53.47351),HILLVIEW,1980,N,RF5,237.0740,208500.00,RESIDENTIAL,100,,,,
1024793,2013,,6514,184 STREET NW,Plan: 8120597  Unit: 47,53.50028,-113.64085,POINT (-113.64085 53.50028),ORMSBY PLACE,1978,N,RF5,250.4630,176000.00,RESIDENTIAL,100,,,,
1027366,2017,35,3812,20 AVENUE NW,Plan: 8120611  Unit: 26,53.45176,-113.40076,POINT (-113.40076 53.45176),DALY GROVE,1980,N,RF5,226.0370,184500.00,RESIDENTIAL,100,,,,
1013622,2019,,27,WESTRIDGE CRESCENT NW,Plan: 4697TR  Block: 4  Lot: 24,53.50837,-113.61253,POINT (-113.61253 53.50837),WESTRIDGE,1974,Y,RF1,603.6650,523000.00,RESIDENTIAL,100,,,,
1033976,2017,,229,RHATIGAN ROAD WEST NW,Plan: 8120653  Block: 52  Lot: 52,53.47755,-113.58767,POINT (-113.58767 53.47755),RHATIGAN RIDGE,1984,Y,RF1,593.9130,474000.00,RESIDENTIAL,100,,,,
1028554,2017,4,10453,20 AVENUE NW,Plan: 8120013  Unit: 38,53.44972,-113.49878,POINT (-113.49878 53.44972),KEHEEWIN,1980,N,RF5,238.6820,249500.00,RESIDENTIAL,100,,,,
1029891,2016,,6169,38 AVENUE NW,Plan: 8120902  Unit: 2,53.47351,-113.43127,POINT (-113.43127 53.47351),HILLVIEW,1980,N,RF5,238.7430,219500.00,RESIDENTIAL,100,,,,
1029099,2019,,17720,102 AVENUE NW,Plan: 7920153  Block: 5  Lot: 12,53.54371,-113.62641,POINT (-113.62641 53.54371),STONE INDUSTRIAL,1980,N,IB,2492.6290,1377500.00,COMMERCIAL,100,,,,
1017565,2014,,613,WOLF WILLOW ROAD NW,Plan: 4697TR  Block: 10  Lot: 4,53.50609,-113.60162,POINT (-113.60162 53.50609),WESTRIDGE,1977,Y,RF1,931.8630,513000.00,RESIDENTIAL,100,,,,
1006808,2015,301,14004,26 STREET NW,Plan: 8023191  Unit: 33,53.60417,-113.38284,POINT (-113.38284 53.60417),BANNERMAN,1980,N,RA7,169.8950,147500.00,RESIDENTIAL,100,,,,
1015668,2014,,10654,11 AVENUE NW,Plan: 8023036  Block: 17  Lot: 51,53.44265,-113.50044,POINT (-113.50044 53.44265),BEARSPAW,1983,Y,RF1,702.5470,529000.00,RESIDENTIAL,100,,,,
1006410,2018,107,14004,26 STREET NW,Plan: 8023191  Unit: 1,53.60417,-113.38284,POINT (-113.38284 53.60417),BANNERMAN,1980,N,RA7,150.2120,128000.00,RESIDENTIAL,100,,,,
1011386,2018,,203,WESTRIDGE ROAD NW,Plan: 4697TR  Block: 2  Lot: 14U,53.51114,-113.61231,POINT (-113.61231 53.51114),WESTRIDGE,,N,RF1,682.7350,11500.00,RESIDENTIAL,100,,,,
1007178,2016,,8850,152B AVENUE NW,Plan: 8023176  Block: 31  Lot: 100,53.61499,-113.47934,POINT (-113.47934 53.61499),EVANSDALE,1983,Y,RF1,794.3410,432000.00,RESIDENTIAL,100,,,,
1014562,2019,,262,WESTRIDGE ROAD NW,Plan: 4697TR  Block: 6  Lot: 2,53.50852,-113.61098,POINT (-113.61098 53.50852),WESTRIDGE,1976,Y,RF1,943.0970,624000.00,RESIDENTIAL,100,,,,
1018217,2016,,60,WILLOW WAY NW,Plan: 7921480  Unit: 1,53.50354,-113.60145,POINT (-113.60145 53.50354),WESTRIDGE,1978,Y,RF5,547.7630,499000.00,RESIDENTIAL,100,,,,
1011865,2012,,299,WESTRIDGE ROAD NW,Plan: 4697TR  Block: 2  Lot: 37,53.50862,-113.60745,POINT (-113.60745 53.50862),WESTRIDGE,1975,Y,RF1,890.8140,602500.00,RESIDENTIAL,100,,,,
1008309,2013,,8323,152C AVENUE NW,Plan: 8023176  Block: 48  Lot: 5,53.61507,-113.46937,POINT (-113.46937 53.61507),EVANSDALE,1982,Y,RF1,503.0140,385500.00,RESIDENTIAL,100,,,,
1035534,2014,,10847,21 AVENUE NW,Plan: 8120956  Block: 7  Lot: 45,53.45224,-113.50735,POINT (-113.50735 53.45224),KEHEEWIN,1982,N,RF4,354.4010,294500.00,RESIDENTIAL,100,,,,
1027796,2016,51,3812,20 AVENUE NW,Plan: 8120611  Unit: 69,53.45176,-113.40076,POINT (-113.40076 53.45176),DALY GROVE,1980,N,RF5,227.7900,209500.00,RESIDENTIAL,100,,,,
1013499,2014,,1051,105 STREET NW,Plan: 8023036  Block: 12  Lot: 65,53.44168,-113.49741,POINT (-113.49741 53.44168),BEARSPAW,1984,Y,RF1,649.9380,433000.00,RESIDENTIAL,100,,,,
1014737,2018,,1511,104 STREET NW,Plan: 8023036  Block: 12  Lot: 131,53.44599,-113.49394,POINT (-113.49394 53.44599),BEARSPAW,1984,Y,RF1,598.4150,387500.00,RESIDENTIAL,100,,,,
1016096,2012,,1438,104 STREET NW,Plan: 8023036  Block: 19  Lot: 15,53.44576,-113.49487,POINT (-113.49487 53.44576),BEARSPAW,1983,Y,RF1,568.7900,378500.00,RESIDENTIAL,100,,,,
1032473,2018,,355,WOODVALE ROAD EAST NW,Plan: 8120734  Block: 20  Lot: 43SR,53.46907,-113.42796,POINT (-113.42796 53.46907),HILLVIEW,1980,N,US,34980.7650,6742500.00,COMMERCIAL,100,,,,
1015254,2016,,1116,108 STREET NW,Plan: 8023036  Block: 17  Lot: 30,53.44258,-113.50307,POINT (-113.50307 53.44258),BEARSPAW,1984,Y,RF1,664.0240,499000.00,RESIDENTIAL,100,,,,
1035690,2013,,9521,178 AVENUE NW,Plan: 8120894  Block: 1  Lot: 150,53.63983,-113.48949,POINT (-113.48949 53.63983),LAGO LINDO,1988,Y,RF4,369.0030,320500.00,RESIDENTIAL,100,,,,
1018639,2015,,166,WILLOW WAY NW,Plan: 7521087  Block: 10  Lot: 28,53.5032,-113.59989,POINT (-113.59989 53.5032),WESTRIDGE,1976,Y,RF1,1205.0940,959500.00,RESIDENTIAL,100,,,,
1011204,2019,,167,WESTRIDGE ROAD NW,Plan: 4697TR  Block: 2  Lot: 5,53.51042,-113.6142,POINT (-113.6142 53.51042),WESTRIDGE,1978,Y,RF1,658.4530,520000.00,RESIDENTIAL,100,,,,
1008119,2015,,15207,85 STREET NW,Plan: 8023176  Block: 47  Lot: 159,53.61477,-113.47149,POINT (-113.47149 53.61477),EVANSDALE,1982,Y,RF1,525.6540,323000.00,RESIDENTIAL,100,,,,
1036425,2015,,9512,180A AVENUE NW,Plan: 8120894  Block: 1  Lot: 217,53.64315,-113.48885,POINT (-113.48885 53.64315),LAGO LINDO,1984,Y,RF1,490.1020,349000.00,RESIDENTIAL,100,,,,
1006345,2013,306,10138,116 STREET NW,Plan: 8022063  Unit: 30,53.54195,-113.52183,POINT (-113.52183 53.54195),OLIVER,1979,N,RA8,40.2680,199500.00,RESIDENTIAL,100,,,,
1025774,2012,14,12725,81 STREET NW,Plan: 8120373  Unit: 11,53.58543,-113.46504,POINT (-113.46504 53.58543),BALWIN,1965,N,RA9,119.9600,127000.00,RESIDENTIAL,100,,,,
1007038,2016,,8835,152B AVENUE NW,Plan: 8023176  Block: 31  Lot: 90,53.61421,-113.47831,POINT (-113.47831 53.61421),EVANSDALE,1981,Y,RF1,478.9800,345500.00,RESIDENTIAL,100,,,,
1030493,2013,11,10160,119 STREET NW,Plan: 8120783  Unit: 11,53.54227,-113.52735,POINT (-113.52735 53.54227),OLIVER,1980,N,RA8,56.0790,242500.00,RESIDENTIAL,100,,,,
1026921,2019,18,1020,41 STREET NW,Plan: 8120382  Unit: 16,53.43868,-113.40593,POINT (-113.40593 53.43868),CRAWFORD PLAINS,1979,N,RF5,237.2460,176000.00,RESIDENTIAL,100,,,,
1006733,2019,306,14004,26 STREET NW,Plan: 8023191  Unit: 28,53.60417,-113.38284,POINT (-113.38284 53.60417),BANNERMAN,1980,N,RA7,119.1330,98500.00,RESIDENTIAL,100,,,,
1010099,2012,,970,RICE ROAD NW,Plan: 8023232  Block: 52  Lot: 14,53.47916,-113.58961,POINT (-113.58961 53.47916),RHATIGAN RIDGE,1981,Y,RF1,600.6430,486000.00,RESIDENTIAL,100,,,,
1001197,2015,,18415,17 AVENUE NW,Plan: 660TR  Lot: B,53.44681,-113.64098,POINT (-113.64098 53.44681),RIVERVIEW AREA,1987,Y,RR,10056.1160,1461000.00,RESIDENTIAL,100,,,,
1022359,2016,,20,WOLF WILLOW POINT NW,Plan: 7521087  Block: 15  Lot: 20,53.50109,-113.59516,POINT (-113.59516 53.50109),WESTRIDGE,1976,Y,RF1,840.5940,602500.00,RESIDENTIAL,100,,,,
1019397,2019,,655,WOLF WILLOW ROAD NW,Plan: 7521087  Block: 11  Lot: 19,53.50456,-113.59988,POINT (-113.59988 53.50456),WESTRIDGE,1979,Y,RF1,1197.7160,1355500.00,RESIDENTIAL,100,,,,
1025659,2015,10,10516,84 AVENUE NW,Plan: 8120568  Unit: 10,53.52029,-113.50142,POINT (-113.50142 53.52029),STRATHCONA,1980,N,RA7,133.1300,297500.00,RESIDENTIAL,100,,,,
1006386,2015,309,10138,116 STREET NW,Plan: 8022063  Unit: 33,53.54195,-113.52183,POINT (-113.52183 53.54195),OLIVER,1979,N,RA8,55.4550,229500.00,RESIDENTIAL,100,,,,
1018332,2016,,84,WILLOW WAY NW,Plan: 7921480  Unit: 13,53.50354,-113.60145,POINT (-113.60145 53.50354),WESTRIDGE,1978,Y,RF5,616.2330,604500.00,RESIDENTIAL,100,,,,
1031137,2019,202,11624,124 STREET NW,Plan: 8120926  Unit: 6,53.56757,-113.53644,POINT (-113.53644 53.56757),INGLEWOOD,1980,N,RA8,93.4260,100500.00,RESIDENTIAL,100,,,,
1036581,2019,,17908,94 STREET NW,Plan: 8120894  Block: 1  Lot: 233,53.6418,-113.4872,POINT (-113.4872 53.6418),LAGO LINDO,1987,Y,RF1,487.2950,406000.00,RESIDENTIAL,100,,,,
1031814,2012,,7907,27 AVENUE NW,Plan: 8120949  Unit: 5,53.45703,-113.45432,POINT (-113.45432 53.45703),MEYONOHK,1980,N,RF5,241.0700,184000.00,RESIDENTIAL,100,,,,
1010214,2015,,956,RICE ROAD NW,Plan: 8023232  Block: 52  Lot: 21,53.47892,-113.58886,POINT (-113.58886 53.47892),RHATIGAN RIDGE,1983,Y,RF1,647.7650,509500.00,RESIDENTIAL,100,,,,
1014901,2015,,24,WESTRIDGE ROAD NW,Plan: 4697TR  Block: 6  Lot: 19,53.50756,-113.60841,POINT (-113.60841 53.50756),WESTRIDGE,1975,Y,RF1,661.3500,467000.00,RESIDENTIAL,100,,,,
1011592,2015,,107,ROCHE CRESCENT NW,Plan: 8023232  Block: 54  Lot: 21,53.4755,-113.58934,POINT (-113.58934 53.4755),RHATIGAN RIDGE,1986,Y,RF1,797.4140,571000.00,RESIDENTIAL,100,,,,
1015304,2012,,552,WOLF WILLOW ROAD NW,Plan: 4697TR  Block: 6  Lot: 39,53.50733,-113.60542,POINT (-113.60542 53.50733),WESTRIDGE,1978,Y,RF1,750.9210,583500.00,RESIDENTIAL,100,,,,
1033562,2019,,18406,96 AVENUE NW,Plan: 8120095  Block: 52  Lot: 8A,53.53135,-113.64037,POINT (-113.64037 53.53135),LA PERLE,1981,Y,RPL,319.5410,302000.00,RESIDENTIAL,100,,,,
1034057,2012,,253,RHATIGAN ROAD WEST NW,Plan: 8120653  Block: 52  Lot: 62,53.47767,-113.58919,POINT (-113.58919 53.47767),RHATIGAN RIDGE,1981,Y,RF1,604.0930,476000.00,RESIDENTIAL,100,,,,
1012749,2013,,12,WESTRIDGE CRESCENT NW,Plan: 4697TR  Block: 3  Lot: 7,53.50773,-113.61327,POINT (-113.61327 53.50773),WESTRIDGE,1975,Y,RF1,633.6830,417000.00,RESIDENTIAL,100,,,,
1033919,2018,,920,RICE ROAD NW,Plan: 8120653  Block: 52  Lot: 39,53.47785,-113.58787,POINT (-113.58787 53.47785),RHATIGAN RIDGE,1983,Y,RF1,992.7250,649000.00,RESIDENTIAL,100,,,,
