PermitNum,PermitClass,PermitClassMapped,PermitTypeMapped,PermitTypeDesc,Description,HousingUnits,HousingUnitsRemoved,HousingUnitsAdded,EstProjectCost,AppliedDate,IssuedDate,ExpiresDate,CompletedDate,StatusCurrent,OriginalAddress1,OriginalCity,OriginalState,OriginalZip,ContractorCompanyName,Link,Latitude,Longitude,Location1
6810549-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct 2nd story addition and substantial alterations to an existing single-family residence, per plans",0,0,0,550000,,,,,Additional Info Requested,756 N 87TH ST,SEATTLE,WA,98103,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6810549-CN,47.69219986,-122.34745633,"756 N 87TH ST
SEATTLE, WA 98103
(47.69219986, -122.34745633)"
6771341-DM,Single Family/Duplex,Residential,Demolition,Demolition,"Demolish existing single family residence and detached garage, subject to field inspection.",1,1,6,1000000,2020-11-25,2020-12-01,2022-06-01,,Issued,1124 NW 57TH ST,SEATTLE,WA,98107,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6771341-DM,47.67032905,-122.37184662,"1124 NW 57TH ST
SEATTLE, WA 98107
(47.67032905, -122.37184662)"
6734901-CN,Multifamily,Residential,Building,New,"Construct West residential building (units 1-5), per plan. [Establish use as townhouse and construct 2 new apartment buildings, occupy per plan.  Review & process for 2 records under permit # 6734901-CN].",1,1,9,1063783,2020-07-21,,,,Corrections Required,6326 41ST AVE SW,SEATTLE,WA,98136,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6734901-CN,47.54585074,-122.38419928,"6326 41ST AVE SW
SEATTLE, WA 98136
(47.54585074, -122.38419928)"
6592115-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct substantial alterations to existing single family residence, per plan.",0,0,0,800000,2017-09-25,2019-05-09,2022-05-09,,Issued,9752 LAKE SHORE BLVD NE,SEATTLE,WA,98115,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6592115-CN,47.70082377,-122.27316529,"9752 LAKE SHORE BLVD NE
SEATTLE, WA 98115
(47.70082377, -122.27316529)"
6812561-DM,Institutional,Non-Residential,Demolition,,"Construct new Northgate Elementary School, occupy per plan. Mechanical is included.",,,,0,2020-11-20,,,,Scheduled,11725 1ST AVE NE,SEATTLE,WA,98125,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6812561-DM,47.71487298,-122.32959966,"11725 1ST AVE NE
SEATTLE, WA 98125
(47.71487298, -122.32959966)"
6517811-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct 2nd story addition, roof deck, and alterations to single family dwelling per plan.",,0,1,220000,2016-07-07,2017-01-24,2021-07-24,,Completed,527 31ST AVE S,SEATTLE,WA,98144,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6517811-CN,47.59717644,-122.29293526,"527 31ST AVE S
SEATTLE, WA 98144
(47.59717644, -122.29293526)"
6811001-CN,Commercial,Non-Residential,Building,Addition/Alteration,"Tenant improvements to accommodate online order grocery pickup area at existing commercial building, subject to field inspection (STFI)",,,,2000,2020-11-17,2020-11-18,2022-05-18,,Issued,2210 WESTLAKE AVE,SEATTLE,WA,98121,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6811001-CN,47.61826669,-122.33811603,"2210 WESTLAKE AVE
SEATTLE, WA 98121
(47.61826669, -122.33811603)"
6687348-CN,Single Family/Duplex,Residential,Building,New,"Establish use and Construct new single-family residence, per plan.",0,0,1,316066,2018-11-16,,,,Corrections Required,6202 52ND AVE NE,SEATTLE,,98115,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6687348-CN,47.67407583,-122.27106464,"6202 52ND AVE NE
SEATTLE 98115
(47.67407583, -122.27106464)"
6707450-CN,Multifamily,Residential,Building,New,"Construct shoring and excavation of site, per plans.",0,0,0,250000,2019-04-16,,,,Corrections Required,3084 SW AVALON WAY,SEATTLE,WA,98126,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6707450-CN,47.56550524,-122.3726281,"3084 SW AVALON WAY
SEATTLE, WA 98126
(47.56550524, -122.3726281)"
6700103-CN,Multifamily,Residential,Building,New,"Construct new North duplex structure, per plan. (Establish use as townhouse and construct 2 duplex structures, per plan. Review & process for 2 records under permit #6693840-CN)",0,0,2,293720,2018-11-28,2019-06-10,2020-12-10,2020-11-23,Completed,130 W FLORENTIA ST,SEATTLE,WA,98119,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6700103-CN,47.64719255,-122.35960931,"130 W FLORENTIA ST
SEATTLE, WA 98119
(47.64719255, -122.35960931)"
6785987-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Remove existing garage.  Establish use as and construct detached accessory dwelling unit, per plan.",0,0,0,146807,2020-07-16,2020-09-15,2022-03-15,,Issued,1702 N 85TH ST,SEATTLE,WA,98103,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6785987-CN,47.69071695,-122.33781107,"1702 N 85TH ST
SEATTLE, WA 98103
(47.69071695, -122.33781107)"
6804350-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Alterations to basement of single family residence, subject to field inspection.",1,0,0,100000,2020-10-07,2020-10-07,2022-04-07,,Issued,6050 44TH AVE NE,SEATTLE,WA,98115,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6804350-CN,47.67366045,-122.28054876,"6050 44TH AVE NE
SEATTLE, WA 98115
(47.67366045, -122.28054876)"
6805358-CN,Commercial,Non-Residential,Building,Addition/Alteration,"Alterations to existing commercial building at exterior (Suite 2013), per plan.",,,,75000,2020-11-25,,,,Reviews In Process,2618 NE UNIVERSITY VILLAGE ST,SEATTLE,WA,98105,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6805358-CN,47.66392447,-122.29959483,"2618 NE UNIVERSITY VILLAGE ST
SEATTLE, WA 98105
(47.66392447, -122.29959483)"
6790933-CN,Multifamily,Residential,Building,New,"Establish use as and construct a mixed-use building, occupy per plans.",,,,5387303,2020-10-15,,,,Corrections Required,6400 15TH AVE NW,SEATTLE,WA,98107,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6790933-CN,47.67556849,-122.37573024,"6400 15TH AVE NW
SEATTLE, WA 98107
(47.67556849, -122.37573024)"
6547849-CN,Commercial,Non-Residential,Building,Addition/Alteration,"Construct addition to existing vessel repair building and occupy, per plan",,0,0,200000,2016-11-02,2017-06-17,2021-12-17,,Issued,6701 SEAVIEW AVE NW,SEATTLE,WA,98117,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6547849-CN,47.67680672,-122.40790745,"6701 SEAVIEW AVE NW
SEATTLE, WA 98117
(47.67680672, -122.40790745)"
6812890-CN,Commercial,Non-Residential,Building,Addition/Alteration,"remove 6 existing antennas, add 3 antennas, 3 RRH's, 3 Diplexers, and ancillary equipment to existing facility.",,,,15000,,,,,Additional Info Requested,6339 34TH AVE SW,SEATTLE,WA,98126,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6812890-CN,47.54522676,-122.37536989,"6339 34TH AVE SW
SEATTLE, WA 98126
(47.54522676, -122.37536989)"
6513684-CN,Single Family/Duplex,Residential,Building,New,"Construct single family residence (unit #15), per plans.  (Reviews and processing for 7 single family residences under 6473783)",,0,1,276005,2016-01-15,2016-08-04,2021-02-04,,Completed,2712 SW HOLDEN ST,SEATTLE,WA,98126,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6513684-CN,47.5342918,-122.36754618,"2712 SW HOLDEN ST
SEATTLE, WA 98126
(47.5342918, -122.36754618)"
6794741-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct substantial alterations and additions for single-family residence, per plan.",1,0,0,311745,2020-10-14,,,,Reviews In Process,616 21ST AVE E,SEATTLE,WA,98112,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6794741-CN,47.62498233,-122.30438312,"616 21ST AVE E
SEATTLE, WA 98112
(47.62498233, -122.30438312)"
6764311-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Interior alterations to basement of SFR, subject to field inspection, STFI.",,,,25000,2019-12-24,2019-12-24,2021-06-24,2020-09-15,Completed,7538 18TH AVE NE,SEATTLE,WA,98115,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6764311-CN,47.68422134,-122.30857951,"7538 18TH AVE NE
SEATTLE, WA 98115
(47.68422134, -122.30857951)"
6806584-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"The current usage of the building is that it is a triplex.  Three units, each with their own addresses connected within the same building.  The proposed project is to convert 5203 and 5205 together into one unit- keeping the address of 5203.  The additional unit of 5207 will remain unaffected. All work will be interior only and there will be no lot coverage added or affected.",,,,30000,,,,,Additional Info Requested,5203 MERIDIAN AVE N,SEATTLE,WA,98103,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6806584-CN,47.66668288,-122.33391612,"5203 MERIDIAN AVE N
SEATTLE, WA 98103
(47.66668288, -122.33391612)"
6778209-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct new Detached accessory dwelling unit with garage, existing garage to be removed, per plan.",0,0,1,169692,2020-07-31,,,,Corrections Required,9628 14TH AVE NW,SEATTLE,WA,98117,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6778209-CN,47.70015621,-122.37373822,"9628 14TH AVE NW
SEATTLE, WA 98117
(47.70015621, -122.37373822)"
6757674-CN,Multifamily,Residential,Building,New,"Construct new multifamily building, occupy per plan.",1,1,16,1123142,2020-12-02,,,,Reviews In Process,6547 24TH AVE NW,SEATTLE,WA,98117,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6757674-CN,47.6772673,-122.38784225,"6547 24TH AVE NW
SEATTLE, WA 98117
(47.6772673, -122.38784225)"
6808464-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct alterations to existing single-family residence, subject to field inspection (STFI)",,,,80000,2020-11-01,2020-11-02,2022-05-02,,Issued,2019 E LOUISA ST,SEATTLE,WA,98112,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6808464-CN,47.64224363,-122.30462007,"2019 E LOUISA ST
SEATTLE, WA 98112
(47.64224363, -122.30462007)"
6737934-CN,Multifamily,Residential,Building,New,"Establish use as and construct a townhouse, per plan.",1,1,5,1297576,2020-01-14,,,,Corrections Required,8332 13th AVE NW,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6737934-CN,47.68979969,-122.37243603,"8332 13th AVE NW
(47.68979969, -122.37243603)"
6478296-CN,Multifamily,Residential,Building,New,"Construct multi-family building, occupy per plan. Mechanical included.",,,,16832979,2018-07-20,,,,Reviews In Process,433 8TH AVE N,SEATTLE,WA,98109,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6478296-CN,47.62287309,-122.34146325,"433 8TH AVE N
SEATTLE, WA 98109
(47.62287309, -122.34146325)"
6800090-CN,Institutional,Non-Residential,Building,Addition/Alteration,"Construct tenant improvements in an institutional building on the 6th floor, subject to field inspection (STFI)",,,,60150,2020-09-11,2020-11-02,2022-05-02,,Issued,925 SENECA ST,SEATTLE,WA,98101,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6800090-CN,47.60986433,-122.32775422,"925 SENECA ST
SEATTLE, WA 98101
(47.60986433, -122.32775422)"
6079449-CN,Institutional,Non-Residential,Building,Addition/Alteration,Construct addition and alter existing Cao-dai Temple per plan.,,0,0,200000,2009-02-27,2017-10-05,2022-04-05,,Issued,4833 S ORCHARD ST,SEATTLE,WA,98118,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6079449-CN,47.53803106,-122.27129161,"4833 S ORCHARD ST
SEATTLE, WA 98118
(47.53803106, -122.27129161)"
6720157-CN,Multifamily,Residential,Building,New,"Construct a mixed-use building, occupy per plans",0,0,280,71766755,2020-07-01,,,,Reviews In Process,2100 QUEEN ANNE AVE N,SEATTLE,WA,98109,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6720157-CN,47.63776647,-122.3560742,"2100 QUEEN ANNE AVE N
SEATTLE, WA 98109
(47.63776647, -122.3560742)"
6811808-EX,Single Family/Duplex,Residential,Building,Environmentally Critical Area Exemption,"I built a deck on the southwestern corner of my lot, not realizing that the northwestern corner of my lot is considered a steep slope ECA.",,,,40000,2020-11-21,,,,Reviews In Process,4005 45TH AVE SW,SEATTLE,WA,98116,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6811808-EX,47.568252,-122.38997702,"4005 45TH AVE SW
SEATTLE, WA 98116
(47.568252, -122.38997702)"
6804008-CN,Multifamily,Residential,Building,Addition/Alteration,Construct alterations to existing multifamily building to replace three (3) windows in unit 15.  No size/structural changes. Submit STFI.,,,,3482,2020-10-05,2020-10-06,2022-04-06,,Completed,6920 CALIFORNIA AVE SW,SEATTLE,WA,98136,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6804008-CN,47.54155439,-122.3868742,"6920 CALIFORNIA AVE SW
SEATTLE, WA 98136
(47.54155439, -122.3868742)"
6803773-CN,Single Family/Duplex,Residential,Building,New,Remove existing Garage and portions of the driveway to allow for new plumbing and electrical to an Detached Accessory Dwelling Unit.  New facility to be connected to main house and have detached connections for electrical and plumbing requirements.,,,,100000,,,,,Initiated,4127 SW HOLDEN ST,SEATTLE,WA,98136,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6803773-CN,47.53346378,-122.38592841,"4127 SW HOLDEN ST
SEATTLE, WA 98136
(47.53346378, -122.38592841)"
6807746-CN,Multifamily,Residential,Building,New,DEMOLITION OF TWO SINGLE FAMILY DWELLINGS AND CONSTRUCTION OF 6 TOWNHOMES,,,,1200000,,,,,Additional Info Requested,1320 ALKI AVE SW,SEATTLE,WA,98116,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6807746-CN,47.59245149,-122.3909177,"1320 ALKI AVE SW
SEATTLE, WA 98116
(47.59245149, -122.3909177)"
6798092-CN,Single Family/Duplex,Residential,Building,New,"Construct alterations to deck of existing single family residence, subject to field inspection (STFI).",,,,6500,2020-09-14,2020-09-15,2022-03-15,,Issued,5539 21ST AVE S,SEATTLE,WA,98108,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6798092-CN,47.55226646,-122.30653745,"5539 21ST AVE S
SEATTLE, WA 98108
(47.55226646, -122.30653745)"
6641087-CN,Single Family/Duplex,Residential,Building,New,"Establish use as and construct new single family residence, per plan.",0,0,1,328429,2018-03-22,2018-12-11,2021-12-11,,Issued,9131 8TH AVE S,SEATTLE,WA,98108,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6641087-CN,47.52137858,-122.32393884,"9131 8TH AVE S
SEATTLE, WA 98108
(47.52137858, -122.32393884)"
6798902-CN,Multifamily,Residential,Building,Addition/Alteration,Modification to currently existing wireless communication facility including the replacement of antennas and radios along with other ancillary equipment.,,,,45000,,,,,Withdrawn,6055 35TH AVE SW,SEATTLE,WA,98126,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6798902-CN,47.54685564,-122.37677943,"6055 35TH AVE SW
SEATTLE, WA 98126
(47.54685564, -122.37677943)"
6770520-GR,Institutional,Non-Residential,Grading,,"Grading and paving for exercise loop at institutional building [Jane Addams Middle School], per plan.",,,,270000,2020-06-18,2020-10-22,2022-04-22,,Issued,11051 34TH AVE NE,SEATTLE,WA,98125,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6770520-GR,47.70995069,-122.29302366,"11051 34TH AVE NE
SEATTLE, WA 98125
(47.70995069, -122.29302366)"
6810645-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,Strengthen existing deck with engineered pin piles,,,,100000,,,,,Scheduled,8803 38TH AVE SW,SEATTLE,WA,98126,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6810645-CN,47.52451464,-122.3809702,"8803 38TH AVE SW
SEATTLE, WA 98126
(47.52451464, -122.3809702)"
6780093-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Adequately support existing deck and replace decking, repair or replace roof, replace oil furnace with heat pump, new kitchen cabinets and fixtures, new half bath on main floor, new full bath in basement, new vanities and fixtures in both current bathrooms, add walls and doorways to basement to get back original bedrooms, add egress windows to new bedroom spaces, new flooring, drywall where needed, trim and paint.",1,0,0,50000,,,,,Withdrawn,5518 S DAWSON ST,SEATTLE,WA,98118,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6780093-CN,47.55500596,-122.26388263,"5518 S DAWSON ST
SEATTLE, WA 98118
(47.55500596, -122.26388263)"
6759083-CN,Single Family/Duplex,Residential,Building,New,"Construct south Single-Family Residence with AADU, per plan. (Establish use as duplex and single family residence and construct (1) duplex and (1) single family residence with AADU and substantial alterations to convert existing triplex to a single-family residence with an AADU. Review and process for (3) record numbers under 6755068-CN)",,,,321304,2019-11-18,2020-11-17,2022-05-17,,Issued,1427 22ND AVE,SEATTLE,WA,98122,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6759083-CN,47.61377099,-122.30413088,"1427 22ND AVE
SEATTLE, WA 98122
(47.61377099, -122.30413088)"
6811126-CN,Multifamily,Residential,Building,New,"Divide through lot into 2 parcels through an LBA, then construct a 3-unit rowhouse on north parcel and (2) duplexes on south parcel.",1,1,7,600000,,,,,Additional Info Requested,2621 NW 63RD ST,SEATTLE,WA,98107,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6811126-CN,47.67412915,-122.39117113,"2621 NW 63RD ST
SEATTLE, WA 98107
(47.67412915, -122.39117113)"
6794942-EX,Multifamily,Residential,Building,Environmentally Critical Area Exemption,We are removing a small slab of concrete and having someone install support pins then we are covering back up with concrete. Includes placement of pier pins at base of retaining wall under the structure on the south side.,,,,19500,2020-08-06,,,,Completed,2231 11th AVE W,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6794942-EX,47.63956202,-122.37175859,"2231 11th AVE W
(47.63956202, -122.37175859)"
