_id,Permit_No,Permit_Sticker_No,Permit_Class,Permit_Holder,Permit_Address_Street_No,Permit_Address_Street_Name,Permit_Address_Unit,Permit_Address_Postal_Code,Permit_Address_Ward,Permit_Contact_Phone_No_,Issue_Date,Cancellation_Date,geometry
157474,P90-4676798,900887,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,946,LAWRENCE AVE E,,M3C1R1,16,(416) 363-3373,20161014,,"{u'type': u'Point', u'coordinates': (-79.3459618691, 43.7371240329)}"
157475,P90-4676790,900885,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,910,QUEEN'S PLATE DR,,M9W6Z4,1,(416) 363-3373,20161014,,"{u'type': u'Point', u'coordinates': (-79.603919467, 43.719612469)}"
157476,P90-4676746,900886,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,930,QUEEN'S PLATE DR,,M9W6Z5,1,(416) 363-3373,20161014,,"{u'type': u'Point', u'coordinates': (-79.604715859, 43.719852332)}"
157477,P90-4676737,900896,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,70,HUMBERLINE DR,,M9W7H3,1,(416) 363-3373,20161014,,"{u'type': u'Point', u'coordinates': (-79.6173852414, 43.7319366049)}"
157478,P90-4676735,900889,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,1,WARRENDALE CRT,,M9V1P9,1,(416) 363-3373,20161014,,"{u'type': u'Point', u'coordinates': (-79.579840958, 43.736837056)}"
157479,P90-4684469,900056,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),B & T TEXTILE,1664,DUPONT ST,,M6P3T2,9,(647) 221-8531,20161110,,"{u'type': u'Point', u'coordinates': (-79.4564397127, 43.6648650822)}"
157480,P90-4684468,900057,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),B & T TEXTILE,2957,DUFFERIN ST,,M6B3T1,8,(647) 221-8531,20161110,,"{u'type': u'Point', u'coordinates': (-79.4533622606, 43.7100393775)}"
157481,P90-4544439,900058,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),B & T TEXTILE,548,ROGERS RD,,M6M1B5,5,(647) 221-8531,20161110,,"{u'type': u'Point', u'coordinates': (-79.4699719905, 43.6824374033)}"
157482,P90-4704005,900186,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,4271,SHEPPARD AVE E,,M1S4G4,23,(647) 295-6973,20170216,,"{u'type': u'Point', u'coordinates': (-79.2756602038, 43.7855379462)}"
157483,P90-4707733,900159,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,3495,SHEPPARD AVE E,,M1T3K6,22,(647) 295-6973,20170216,,"{u'type': u'Point', u'coordinates': (-79.3031982344, 43.7796176381)}"
157484,P90-4707732,900189,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,90,YORK GATE BLVD,,M3N2C3,7,(647) 295-6973,20170216,,"{u'type': u'Point', u'coordinates': (-79.5211616748, 43.7610772976)}"
157485,P90-4707729,900188,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,130,REXDALE BLVD,,M9W1P6,1,(647) 295-6973,20170216,,"{u'type': u'Point', u'coordinates': (-79.5671890814, 43.7119048367)}"
157486,P90-4707726,900187,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,251,SCARLETT RD,,M6N4K9,5,(647) 295-6973,20170216,,"{u'type': u'Point', u'coordinates': (-79.5058787245, 43.6773675679)}"
157487,P90-4709180,900190,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,5,LYNVALLEY CRES,,M1R2V2,21,(647) 295-6973,20170227,,"{u'type': u'Point', u'coordinates': (-79.3106514144, 43.7477409974)}"
157488,P90-4723932,900671,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,812,O'CONNOR DR,,M4B2S9,19,(647) 295-6973,20170607,,"{u'type': u'Point', u'coordinates': (-79.3128398013, 43.7059647139)}"
157489,P90-4739113,900059,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),B & T TEXTILE,2111,JANE ST,,M3M1A2,6,(647) 221-8531,20171016,,"{u'type': u'Point', u'coordinates': (-79.5078029041, 43.7189771377)}"
157490,P90-4738807,900953,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,65,BRIDESBURG DR,,M9R2K4,1,(416) 363-3373,20171101,,"{u'type': u'Point', u'coordinates': (-79.5639554269, 43.6936103295)}"
157491,P90-4738800,P08464,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,56,CASSANDRA BLVD,,M3A1S6,16,(416) 363-3373,20171101,,"{u'type': u'Point', u'coordinates': (-79.3319269072, 43.7482262257)}"
157492,P90-4738808,900951,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,25,BRIDESBURG DR,,M9R2K6,1,(416) 363-3373,20171101,,"{u'type': u'Point', u'coordinates': (-79.5621204322, 43.6955590992)}"
157493,P90-4738805,P08454,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,11,DERVOCK CRES,,M2K1A6,17,(416) 363-3373,20171101,,"{u'type': u'Point', u'coordinates': (-79.380413219, 43.76608884)}"
157494,P90-4738801,P08459,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,88,CASSANDRA BLVD,,M3A1S6,16,(416) 363-3373,20171101,,"{u'type': u'Point', u'coordinates': (-79.3319269072, 43.7482262257)}"
157495,P90-4738814,900957,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,15,BLACKFRIAR AVE,,M9R3S5,1,(416) 363-3373,20171101,,"{u'type': u'Point', u'coordinates': (-79.5616035792, 43.6941656599)}"
157496,P90-4738812,900955,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,190,KINGSVIEW BLVD,,M9R1V5,1,(416) 363-3373,20171101,,"{u'type': u'Point', u'coordinates': (-79.5651975327, 43.6933519587)}"
157497,P90-4739504,900952,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,41,BLACKFRIAR AVE,,M9R3S4,1,(416) 363-3373,20171101,,"{u'type': u'Point', u'coordinates': (-79.5594207061, 43.6947483145)}"
157498,P90-4738813,900956,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,186,KINGSVIEW BLVD,,M9R1V5,1,(416) 363-3373,20171101,,"{u'type': u'Point', u'coordinates': (-79.5665294242, 43.6932326583)}"
157499,P90-4739503,900958,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,10,BLACKFRIAR AVE,,M9R3S4,1,(416) 363-3373,20171101,,"{u'type': u'Point', u'coordinates': (-79.5626078711, 43.6940550361)}"
157500,P90-4738811,900954,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,15,BRIDESBURG DR,,M9R2K5,1,(416) 363-3373,20171101,,"{u'type': u'Point', u'coordinates': (-79.5605528482, 43.6954283333)}"
157501,P90-4738802,P08455,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,44,STUBBS DR,,M2L2R3,15,(416) 363-3373,20171101,,"{u'type': u'Point', u'coordinates': (-79.3630422116, 43.7614984852)}"
157502,P90-4723933,900111,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,1200,LAWRENCE AVE E,,M3A1C1,16,(647) 295-6973,20171206,,"{u'type': u'Point', u'coordinates': (-79.3200129127, 43.741422992)}"
157503,P90-4807702,900191,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,1795,ST CLAIR AVE W,,M6N1J7,9,(647) 295-6973,20180220,,"{u'type': u'Point', u'coordinates': (-79.4626437398, 43.6732718763)}"
157504,P90-4814133,P09040,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,5215,FINCH AVE E,,M1S0C2,23,(647) 295-6973,20180308,,"{u'type': u'Point', u'coordinates': (-79.2570046304, 43.8095151652)}"
157505,P90-4759281,P09484,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CORNERSTONE TO RECOVERY,685,FINCH AVE W,,M2R1P2,6,(905) 762-1551,20180405,,"{u'type': u'Point', u'coordinates': (-79.4568864752, 43.7705221908)}"
157506,P90-4759284,P09486,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CORNERSTONE TO RECOVERY,33,EDDYSTONE AVE,,M3N1H5,7,(905) 762-1551,20180405,,"{u'type': u'Point', u'coordinates': (-79.5173661778, 43.7484272826)}"
157507,P90-4759282,P09481,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CORNERSTONE TO RECOVERY,5010,STEELES AVE W,,M9V5C6,1,(905) 762-1551,20180405,,"{u'type': u'Point', u'coordinates': (-79.593010506, 43.759613541)}"
157508,P90-4759283,P09485,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CORNERSTONE TO RECOVERY,681,SILVER STAR BLVD,,M1V5N1,22,(905) 762-1551,20180405,,"{u'type': u'Point', u'coordinates': (-79.298826725, 43.823703291)}"
157509,P90-4814515,P09487,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CORNERSTONE TO RECOVERY,681,SILVER STAR BLVD,,M1V5N1,22,(905) 762-1551,20180405,,"{u'type': u'Point', u'coordinates': (-79.298826725, 43.823703291)}"
157510,P90-4819084,900551,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,25,BAY MILLS BLVD,,M1T3P4,22,(416) 363-3373,20180426,,"{u'type': u'Point', u'coordinates': (-79.3042139314, 43.780734624)}"
157511,P90-4819083,900553,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,4,SANDBAR WILLOW WAY,,M2J2A9,17,(416) 363-3373,20180426,,"{u'type': u'Point', u'coordinates': (-79.3658915031, 43.7780723547)}"
157512,P90-4819081,900554,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,225,MARKHAM RD,,M1J3C6,24,(416) 363-3373,20180426,,"{u'type': u'Point', u'coordinates': (-79.2190765702, 43.746190112)}"
157513,P90-4819080,900556,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,1050,MARKHAM RD,,M1H2Y7,24,(416) 363-3373,20180426,,"{u'type': u'Point', u'coordinates': (-79.2315707273, 43.7743734836)}"
157514,P90-4819079,900552,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,1757,VICTORIA PARK AVE,,M1R1S1,21,(416) 363-3373,20180426,,"{u'type': u'Point', u'coordinates': (-79.3080818022, 43.7396579744)}"
157515,P90-4819078,900555,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,30,LIVONIA PL,,M1E4W7,24,(416) 363-3373,20180426,,"{u'type': u'Point', u'coordinates': (-79.204498435, 43.786028954)}"
157516,P90-4829408,P09129,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),JACS TORONTO,4340,BATHURST ST,,M3H3R5,6,(416) 638-0350,20180528,,"{u'type': u'Point', u'coordinates': (-79.438438017, 43.753680142)}"
157517,P90-4828079,P09130,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),JACS TORONTO,1862,BATHURST ST,,M5P3K8,12,(416) 638-0350,20180528,,"{u'type': u'Point', u'coordinates': (-79.4245680335, 43.6975994594)}"
157518,P90-4828077,P09131,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),JACS TORONTO,4190,BATHURST ST,,M3H3P9,6,(416) 638-0350,20180528,,"{u'type': u'Point', u'coordinates': (-79.437302788, 43.7485751194)}"
157519,P90-4828076,P09132,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),JACS TORONTO,1660,BATHURST ST,,M5P3K1,12,(416) 638-0350,20180528,,"{u'type': u'Point', u'coordinates': (-79.4234851985, 43.6950513231)}"
157520,P90-4848024,900714,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,1,EGLINTON SQ,,M1L2K1,20,(416) 363-3373,20180723,,"{u'type': u'Point', u'coordinates': (-79.3008259479, 43.7230127689)}"
157521,P90-4848011,900715,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,1,EGLINTON SQ,,M1L2K1,20,(416) 363-3373,20180723,,"{u'type': u'Point', u'coordinates': (-79.3008259479, 43.7230127689)}"
157522,P90-4872386,P08692,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),B'NAI BRITH NATIONAL ORGANIZATION OF CANADA,4001,BAYVIEW AVE,,M2M3Z7,17,(416) 633-6224,20190204,,"{u'type': u'Point', u'coordinates': (-79.3922896323, 43.8013167898)}"
157523,P90-4874805,P08693,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),B'NAI BRITH NATIONAL ORGANIZATION OF CANADA,15,TORRESDALE AVE,,M2R3X4,6,(416) 633-6224,20190204,,"{u'type': u'Point', u'coordinates': (-79.4511037364, 43.7734806321)}"
157524,P90-4919573,P08928,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),JACS TORONTO,345,WILSON AVE,,M3H5W1,6,(416) 638-0350,20190319,,"{u'type': u'Point', u'coordinates': (-79.436307538, 43.736638953)}"
157525,P90-4921486,900230,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),TALIZE,3003,DANFORTH AVE,,M4C1M9,19,(416) 757-0135,20190325,,"{u'type': u'Point', u'coordinates': (-79.2886990101, 43.6906422214)}"
157526,P90-4921483,900239,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),TALIZE,2300,LAWRENCE AVE E,,M1P2P7,21,(416) 757-0135,20190325,,"{u'type': u'Point', u'coordinates': (-79.2769781054, 43.7506238686)}"
157527,P90-4921484,900245,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),TALIZE,1001,THE QUEENSWAY,,M8Z6C7,3,(416) 757-0135,20190325,,"{u'type': u'Point', u'coordinates': (-79.5152618137, 43.6231969899)}"
157528,P90-4921485,900231,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),TALIZE,815,EGLINTON AVE E,,M4G4G9,15,(416) 757-0135,20190325,,"{u'type': u'Point', u'coordinates': (-79.3642854947, 43.7135245023)}"
157529,P90-4921481,900227,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),TALIZE,2301,BRIMLEY RD,,M1S5B8,23,(416) 757-0135,20190325,,"{u'type': u'Point', u'coordinates': (-79.2711802373, 43.7979599552)}"
157530,P90-4921479,900228,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),TALIZE,2301,BRIMLEY RD,,M1S5B8,23,(416) 757-0135,20190325,,"{u'type': u'Point', u'coordinates': (-79.2711802373, 43.7979599552)}"
157531,P90-4921474,900232,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),TALIZE,3201,EGLINTON AVE E,,M1J2H6,24,(416) 757-0135,20190325,,"{u'type': u'Point', u'coordinates': (-79.218079988, 43.743061325)}"
157532,P90-4921475,900240,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),TALIZE,3495,LAWRENCE AVE E,,M1H1B3,24,(416) 757-0135,20190325,,"{u'type': u'Point', u'coordinates': (-79.2291360962, 43.7587473241)}"
157533,P90-4921470,900236,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),TALIZE,4410,KINGSTON RD,,M1E2N5,24,(416) 757-0135,20190325,,"{u'type': u'Point', u'coordinates': (-79.1903416534, 43.7682316805)}"
157534,P90-4921471,900241,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),TALIZE,3495,LAWRENCE AVE E,,M1H1B3,24,(416) 757-0135,20190325,,"{u'type': u'Point', u'coordinates': (-79.2291360962, 43.7587473241)}"
157535,P90-4921464,900244,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),TALIZE,1881,STEELES AVE W,,M3H5Y4,6,(416) 757-0135,20190325,,"{u'type': u'Point', u'coordinates': (-79.468718402, 43.786359996)}"
157536,P90-4921465,900248,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),TALIZE,1881,STEELES AVE W,,M3H5Y4,6,(416) 757-0135,20190325,,"{u'type': u'Point', u'coordinates': (-79.468718402, 43.786359996)}"
157537,P90-4921468,900233,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),TALIZE,3201,EGLINTON AVE E,,M1J2H6,24,(416) 757-0135,20190325,,"{u'type': u'Point', u'coordinates': (-79.218079988, 43.743061325)}"
157538,P90-4921769,900238,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),TALIZE,2300,LAWRENCE AVE E,,M1P2P7,21,(416) 757-0135,20190325,,"{u'type': u'Point', u'coordinates': (-79.2769781054, 43.7506238686)}"
157539,P90-4921469,900237,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),TALIZE,4410,KINGSTON RD,,M1E2N5,24,(416) 757-0135,20190325,,"{u'type': u'Point', u'coordinates': (-79.1903416534, 43.7682316805)}"
157540,P90-4921770,900229,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),TALIZE,3003,DANFORTH AVE,,M4C1M9,19,(416) 757-0135,20190325,,"{u'type': u'Point', u'coordinates': (-79.2886990101, 43.6906422214)}"
157541,P90-4921189,900243,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),TALIZE,148,MARKHAM RD,,M1M2Z8,20,(416) 757-0135,20190325,,"{u'type': u'Point', u'coordinates': (-79.2186751686, 43.7409061354)}"
157542,P90-4921433,900246,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),TALIZE,75,WYNFORD HEIGHTS CRES,,M3C3H9,16,(416) 757-0135,20190325,,"{u'type': u'Point', u'coordinates': (-79.3261749099, 43.7286087644)}"
157543,P90-4921191,900235,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),TALIZE,2944,EGLINTON AVE E,,M1J2E7,21,(416) 757-0135,20190325,,"{u'type': u'Point', u'coordinates': (-79.2350424557, 43.7400543308)}"
157544,P90-4921193,900234,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),TALIZE,3155,EGLINTON AVE E,,M1J2G2,20,(416) 757-0135,20190325,,"{u'type': u'Point', u'coordinates': (-79.2218242383, 43.7421610035)}"
157545,P90-4921417,900242,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),TALIZE,650,LAWRENCE AVE W,,M6A3E8,8,(416) 757-0135,20190325,,"{u'type': u'Point', u'coordinates': (-79.4418502288, 43.7172939791)}"
157546,P90-4921421,900226,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),TALIZE,126,BELLAMY RD N,,M1J2L1,21,(416) 757-0135,20190325,,"{u'type': u'Point', u'coordinates': (-79.2319698725, 43.7424264798)}"
157547,P90-4921424,900247,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),TALIZE,801,YORK MILLS RD,,M3B1X7,16,(416) 757-0135,20190325,,"{u'type': u'Point', u'coordinates': (-79.3584192026, 43.7528452741)}"
157548,P90-4924495,900497,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),TALIZE,425,PACIFIC AVE,,M6P2R3,4,(416) 757-0135,20190402,,"{u'type': u'Point', u'coordinates': (-79.4682678418, 43.6659719704)}"
157549,P90-4924496,900496,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),TALIZE,18,MONDEO DR,,M1P5C8,21,(416) 757-0135,20190402,,"{u'type': u'Point', u'coordinates': (-79.289816969, 43.7642731212)}"
157550,P90-4924498,900494,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),TALIZE,8,MONDEO DR,,M1P5C7,21,(416) 757-0135,20190402,,"{u'type': u'Point', u'coordinates': (-79.2884759809, 43.7645058289)}"
157551,P90-4924499,900495,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),TALIZE,20,GILDER DR,,M1K5E1,21,(416) 757-0135,20190402,,"{u'type': u'Point', u'coordinates': (-79.2578377083, 43.7365801221)}"
157552,P90-4925882,900491,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),B & T TEXTILE,1737,WESTON RD,,M9N1V5,5,(647) 221-8531,20190405,,"{u'type': u'Point', u'coordinates': (-79.5106931057, 43.6984137677)}"
157553,P90-4928998,900500,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,3833,MIDLAND AVE,,M1V5L6,23,(647) 295-6973,20190416,,"{u'type': u'Point', u'coordinates': (-79.2915177228, 43.8140315803)}"
157554,P90-4928997,900499,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,3601,LAWRENCE AVE E,,M1G1P5,24,(647) 295-6973,20190416,,"{u'type': u'Point', u'coordinates': (-79.2234048606, 43.7595251882)}"
157555,P90-4928996,900498,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,3638,BATHURST ST,,M6A2E5,8,(647) 295-6973,20190416,,"{u'type': u'Point', u'coordinates': (-79.4335900368, 43.73338951)}"
157556,P90-4931791,900492,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),B & T TEXTILE,1735,KIPLING AVE,,M9R2Y8,2,(647) 221-8531,20190426,,"{u'type': u'Point', u'coordinates': (-79.5571627944, 43.693750487)}"
157557,P90-4931788,900493,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),B & T TEXTILE,1735,KIPLING AVE,,M9R2Y8,2,(647) 221-8531,20190426,,"{u'type': u'Point', u'coordinates': (-79.5571627944, 43.693750487)}"
157558,P90-4932341,900505,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,3750,ST CLAIR AVE E,,M1M1T9,20,(647) 295-6973,20190430,,"{u'type': u'Point', u'coordinates': (-79.242301179, 43.7212204138)}"
157559,P90-4932342,900506,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,3400,EGLINTON AVE E,,M1J2H8,24,(647) 295-6973,20190430,,"{u'type': u'Point', u'coordinates': (-79.2131571633, 43.7451271628)}"
157560,P90-4932343,P09079,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,720,KENNEDY RD,,M1K2B7,20,(647) 295-6973,20190430,,"{u'type': u'Point', u'coordinates': (-79.2673564135, 43.7295838093)}"
157561,P90-4932344,900504,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,217,MORNINGSIDE AVE,,M1E3E4,25,(647) 295-6973,20190430,,"{u'type': u'Point', u'coordinates': (-79.1846446443, 43.766678519)}"
157562,P90-4932345,900501,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,15,COUGAR CRT,,M1J3E4,24,(647) 295-6973,20190430,,"{u'type': u'Point', u'coordinates': (-79.2174778122, 43.7449791335)}"
157563,P90-4932346,900502,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,325,HORNER AVE,,M8W1Z5,3,(647) 295-6973,20190430,,"{u'type': u'Point', u'coordinates': (-79.5278608236, 43.6052730113)}"
157564,P90-4932347,900503,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,234,MARKHAM RD,,M1J3C2,24,(647) 295-6973,20190430,,"{u'type': u'Point', u'coordinates': (-79.2201777145, 43.7446085238)}"
157565,P90-4929774,P09150,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),JACS TORONTO,1065,EGLINTON AVE W,,M6C2E1,12,(416) 638-0350,20190502,,"{u'type': u'Point', u'coordinates': (-79.4340201951, 43.6988987568)}"
157566,P90-4931427,P09092,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),VALUE VILLAGE STORES,605,ROGERS RD,,M6M1B9,5,(425) 450-7509,20190502,,"{u'type': u'Point', u'coordinates': (-79.4745133474, 43.6816188295)}"
157567,P90-4931430,900588,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),VALUE VILLAGE STORES,3701,LAWRENCE AVE E,N1,M1G1P7,24,(425) 450-7509,20190502,,"{u'type': u'Point', u'coordinates': (-79.219145943, 43.760478855)}"
157568,P90-4933093,900583,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,113,MONTEZUMA TRAIL,,M1V1K4,23,(647) 295-6973,20190502,,"{u'type': u'Point', u'coordinates': (-79.2796301944, 43.8099943312)}"
157569,P90-4929494,P09096,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CHAI LIFELINE,2615,DANFORTH AVE,,M4C1L6,19,(647) 430-5933,20190507,,"{u'type': u'Point', u'coordinates': (-79.2997500125, 43.688328987)}"
157570,P90-4929490,P09097,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CHAI LIFELINE,2575,DANFORTH AVE,,M4C1L5,19,(647) 430-5933,20190507,,"{u'type': u'Point', u'coordinates': (-79.3003203967, 43.6882013885)}"
157571,P90-4933814,P09098,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CHAI LIFELINE,1000,GERRARD ST E,,M4M3G6,14,(647) 430-5933,20190508,,"{u'type': u'Point', u'coordinates': (-79.339293443, 43.66941811)}"
157572,P90-4934573,900578,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),B & T TEXTILE,2125,WESTON RD,,M9N1X8,5,(647) 221-8531,20190509,,"{u'type': u'Point', u'coordinates': (-79.5240851306, 43.7027827758)}"
157573,P90-4933802,900574,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),B & T TEXTILE,1500,ROYAL YORK RD,,M9P3B6,2,(647) 221-8531,20190509,,"{u'type': u'Point', u'coordinates': (-79.5318478771, 43.6916310475)}"
157574,P90-4934576,900577,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),B & T TEXTILE,748,THE QUEENSWAY,,M8Z1M9,3,(647) 221-8531,20190509,,"{u'type': u'Point', u'coordinates': (-79.5032884252, 43.6265567914)}"
157575,P90-4933798,900575,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),B & T TEXTILE,220,ROYAL YORK RD,,M8V2V7,3,(647) 221-8531,20190509,,"{u'type': u'Point', u'coordinates': (-79.4978695917, 43.612259356)}"
157576,P90-4935672,900576,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),B & T TEXTILE,220,ROYAL YORK RD,,M8V2V7,3,(647) 221-8531,20190509,,"{u'type': u'Point', u'coordinates': (-79.4978695917, 43.612259356)}"
157577,P90-4935988,900573,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),B & T TEXTILE,45,FOUR WINDS DR,,M3J1K7,7,(647) 221-8531,20190510,,"{u'type': u'Point', u'coordinates': (-79.4996668239, 43.7633277026)}"
