Building Address,Construction Completion Year,Name of Historic Resource,Neighbourhood,Warning Type 1,Warning Type 2,Latitude,Longitude,Location
15425 - 106 Avenue NW,,Brightview School,CANORA,Inventory of Historic Resources,,53.548885,-113.588416,"(53.54888495426646, -113.58841633809973)"
11151 - 81 AVENUE NW,1915,Albert M. Knight Residence,GARNEAU,Inventory of Historic Resources,,53.516845,-113.520322,"(53.51684487420622, -113.52032246479763)"
10080 Jasper Avenue NW,1962,Empire Building,DOWNTOWN,Inventory of Historic Resources,,53.541307,-113.493261,"(53.54130697848844, -113.49326090234521)"
14015 - 103 Avenue NW,1953,Kruger Residence,GLENORA,Inventory of Historic Resources,,53.544331,-113.564124,"(53.544331144855704, -113.56412375285969)"
9640-9642 - 80 Avenue,1914,James S. Waters Residence,RITCHIE,Inventory of Historic Resources,,53.516368,-113.478737,"(53.51636787113076, -113.47873721280381)"
11949 - 128 STREET NW,1919,Sherbrook Farm,SHERBROOKE,Inventory of Historic Resources,,53.573343,-113.542386,"(53.57334324980248, -113.54238633855397)"
7852 - JASPER AVENUE NW,1912,Joe Clarke Residence,CROMDALE,Inventory of Historic Resources,,53.557609,-113.464152,"(53.55760918528755, -113.46415150670474)"
10546 - 128 STREET NW,1913,Carlson Residence,WESTMOUNT,Inventory of Historic Resources,,53.549122,-113.543334,"(53.549121507454586, -113.54333358734645)"
9807 - 91 AVENUE NW,1921,Kenneth T. Henderson Residence,STRATHCONA,Municipal Historic Resource,,53.526092,-113.483208,"(53.5260919924201, -113.48320796032358)"
11009 - 80 AVENUE NW,1916,Russell F. Clarke Residence,GARNEAU,Inventory of Historic Resources,,53.515888,-113.515539,"(53.51588848997167, -113.51553853571511)"
10406 - CONNAUGHT DRIVE NW,1927,McClory Residence,GLENORA,Inventory of Historic Resources,,53.546464,-113.546466,"(53.54646351074925, -113.54646577469393)"
13212 - 106 AVENUE NW,1963,Talmud Torah,GLENORA,Inventory of Historic Resources,,53.549978,-113.550596,"(53.54997802583572, -113.55059589805201)"
10523 - 100 AVENUE NW,1893,Land Registration Offices/Victoria Armouries,DOWNTOWN,Inventory of Historic Resources,Provincial Historic Resource,53.538597,-113.502388,"(53.53859736652663, -113.50238774796655)"
11405 - 132 Street NW,1953,Bel Air Apartments,INGLEWOOD,Inventory of Historic Resources,,53.563988,-113.547414,"(53.563988060852104, -113.54741372688278)"
10036 - 80 Avenue,1933,Residence,RITCHIE,Inventory of Historic Resources,,53.516387,-113.490163,"(53.51638747953981, -113.49016310357788)"
9432 - 118 AVENUE NW,1954,Glauser Block,ALBERTA AVENUE,Inventory of Historic Resources,,53.570634,-113.486771,"(53.57063419378842, -113.48677066104725)"
10747 - 80 AVENUE NW,1913,Dr. James Calder Residence,QUEEN ALEXANDRA,Inventory of Historic Resources,,53.515880,-113.508670,"(53.51587975569139, -113.50867040882406)"
10218 - 137 STREET NW,1949,Singer Residence,GLENORA,Inventory of Historic Resources,,53.543834,-113.558477,"(53.543833785662905, -113.5584766353196)"
9944 - 85 AVENUE NW,1912,Joseph Graydon Residence,STRATHCONA,Inventory of Historic Resources,,53.521199,-113.488308,"(53.521198514315074, -113.48830782247882)"
6770 - 129 AVENUE NW,1930,St. Francis of Assissi Firary,BALWIN,Municipal Historic Resource,,53.588056,-113.444878,"(53.58805573660838, -113.4448778458371)"
19 Wellington Crescent NW,1929,Trelawn Residence,GLENORA,Inventory of Historic Resources,,53.540982,-113.547494,"(53.540981668887774, -113.54749432137044)"
10988 - 125 STREET NW,1914,George Riach Residence,WESTMOUNT,Inventory of Historic Resources,,53.556826,-113.538186,"(53.55682635862964, -113.53818640530274)"
10023 - 80 Avenue,1925,Leonard C. Watling Residence,RITCHIE,Inventory of Historic Resources,,53.515844,-113.489712,"(53.5158441648486, -113.48971181963425)"
11404 - 94 STREET NW,1922,Dr. Wennifred Steward Residence,ALBERTA AVENUE,Inventory of Historic Resources,,53.564399,-113.486101,"(53.56439906281589, -113.48610105825493)"
16025 - 50 Street,1900,Little Mountain Municipal Cemetery,PIL SD W PT,Inventory of Historic Resources,,53.621991,-113.416966,"(53.62199099307509, -113.41696564944995)"
10759 - 96 Street,1972,St. John's Lutheran Church,MCCAULEY,Inventory of Historic Resources,,53.554015,-113.486516,"(53.55401450501355, -113.48651587107955)"
7000 - 143 Street,1894,St. Anthony's Church,FORT EDMONTON,Inventory of Historic Resources,,53.501459,-113.578921,"(53.50145916249133, -113.5789205489005)"
10540 - 112 STREET NW,1954,North Western Utilities Ltd.,QUEEN MARY PARK,Inventory of Historic Resources,,53.549027,-113.514870,"(53.54902740587284, -113.5148704291877)"
16 St. George's Crescent NW,1946,Wilkin Residence,GLENORA,Inventory of Historic Resources,,53.541664,-113.553814,"(53.54166362524914, -113.55381387526234)"
11404 - 89 AVENUE NW,1915,South Lab Building,UNIVERSITY OF ALBERTA,Inventory of Historic Resources,,53.527140,-113.526124,"(53.52713968374802, -113.52612354718134)"
10225 - 100 AVENUE NW,1960,Oliver Building,DOWNTOWN,Inventory of Historic Resources,,53.538525,-113.496875,"(53.5385250348903, -113.49687463961658)"
10637 - 126 Street NW,1913,Rogers Residence,WESTMOUNT,Inventory of Historic Resources,,,,
11024 - 82 AVENUE NW,1957,St. John's Institute,GARNEAU,Inventory of Historic Resources,,53.518423,-113.516168,"(53.51842282092904, -113.51616776993448)"
10347 - 71 Avenue NW,1958,Security Engineering Canada Ltd. Building,STRATHCONA JUNCTION,Inventory of Historic Resources,,53.507101,-113.496618,"(53.50710082554115, -113.49661808998113)"
10765 - 98 STREET NW,1913,Hagmann Block/ Grand Hotel,MCCAULEY,Municipal Historic Resource,,53.553085,-113.490643,"(53.5530850667246, -113.49064319691222)"
10414 - 125 STREET NW,1912,Simpson Residence,WESTMOUNT,Inventory of Historic Resources,,53.546649,-113.538169,"(53.54664937896422, -113.53816893403761)"
11302 - 89 STREET NW,1912,Schneider Block,ALBERTA AVENUE,Inventory of Historic Resources,,53.562888,-113.478589,"(53.56288836189694, -113.47858907462235)"
7410 - 106 Street,,Residence,QUEEN ALEXANDRA,Inventory of Historic Resources,,53.510702,-113.504876,"(53.51070170653011, -113.5048762686786)"
10238 - 89 STREET NW,1909,George Bradshaw Residence,RIVERDALE,Inventory of Historic Resources,,53.547334,-113.471271,"(53.54733401339902, -113.47127084125104)"
10956 - 96 STREET NW,1960,First Christian Reform Church,MCCAULEY,Inventory of Historic Resources,,53.557449,-113.489095,"(53.55744851461738, -113.48909493205369)"
11337 - 68 STREET NW,1962,Residence,BELLEVUE,Inventory of Historic Resources,,53.566413,-113.443412,"(53.5664134103495, -113.44341221157701)"
10302 - 107 STREET NW,1946,Alberta Government Building,DOWNTOWN,Inventory of Historic Resources,,53.544919,-113.505274,"(53.54491924968664, -113.50527373738092)"
10433-35 -  86 Avenue,1914,Strathcona Duplex,STRATHCONA,Inventory of Historic Resources,,53.521566,-113.499382,"(53.52156593466147, -113.49938243747923)"
11845 - 52 STREET NW,1937,Otto Reher Cottage,NEWTON,Municipal Historic Resource,,53.571749,-113.421098,"(53.57174889090353, -113.42109849952693)"
10908 - 126 STREET NW,1914,Edwin Dunk Residence,WESTMOUNT,Inventory of Historic Resources,,53.554313,-113.539955,"(53.55431264040867, -113.53995487077928)"
10433 - 83 AVENUE NW,1929,Acacia Hall,STRATHCONA,Inventory of Historic Resources,,53.518802,-113.498858,"(53.51880179812825, -113.49885844560585)"
18221 - 50 STREET NW,1930,Grain Elevator/Seed Sorter,EDMONTON ENERGY AND TECHNOLOGY PARK,Inventory of Historic Resources,,53.642313,-113.408425,"(53.64231296634471, -113.40842489826147)"
9754 - 75 Avenue,1919,John Kelm Residence,RITCHIE,Inventory of Historic Resources,,53.511629,-113.482469,"(53.511628667153204, -113.48246914303975)"
10454 - 84 AVENUE NW,1896,McLean Residence,STRATHCONA,Inventory of Historic Resources,Provincial Registered Historic Resource,53.520215,-113.500145,"(53.520214702412666, -113.50014459273426)"
12303 - 109A AVENUE NW,1930,Edworthy Residence,WESTMOUNT,Inventory of Historic Resources,,53.555496,-113.534405,"(53.555496449330406, -113.5344046116394)"
11003 - 125 STREET NW,1914,Ramsay Residence,WESTMOUNT,Inventory of Historic Resources,,53.557492,-113.537195,"(53.55749186760587, -113.53719503136927)"
9944 -  88 Avenue,1923,James Gould Residence,STRATHCONA,Inventory of Historic Resources,,53.523796,-113.488289,"(53.52379556726007, -113.48828895676321)"
7000 - 143 Street,1907,Egge's Stopping House,FORT EDMONTON,Inventory of Historic Resources,,53.501459,-113.578921,"(53.50145916249133, -113.5789205489005)"
9749 - 111 Street NW,1910,John T. Ross Residence,OLIVER,Municipal Historic Resource,,53.535450,-113.511697,"(53.53545046018621, -113.51169727780326)"
8708 - 109 STREET NW,1940,Garneau Theatre,GARNEAU,Municipal Historic Resource,,53.523160,-113.512545,"(53.523159957295036, -113.51254455581052)"
10231 - 157 Street NW,,Hore Residence,BRITANNIA YOUNGSTOWN,Inventory of Historic Resources,,53.544289,-113.591606,"(53.54428895746008, -113.59160586167596)"
10947 - 80 Avenue NW,1938,Matas Residence,GARNEAU,Inventory of Historic Resources,,53.515887,-113.514318,"(53.51588716675001, -113.51431808447198)"
9904 - 106 STREET NW,1911,John W. Ross Residence,DOWNTOWN,Inventory of Historic Resources,Provincial Registered Historic Resource,53.537456,-113.503444,"(53.537456187731436, -113.50344380247321)"
8222 - GATEWAY BOULEVARD NW,1912,The Crawford Block,STRATHCONA,Municipal Historic Resource,,53.518705,-113.495503,"(53.51870525328302, -113.49550320889925)"
11438 - 92 Street,1923,John Picken Residence,ALBERTA AVENUE,Inventory of Historic Resources,,53.565404,-113.483112,"(53.565403972936174, -113.48311177364269)"
11158 - 64 STREET NW,1924,Residence,HIGHLANDS,Inventory of Historic Resources,,53.564773,-113.436585,"(53.56477315725797, -113.43658531997544)"
9704 - 87 Avenue,1915,Reverend Samuel Wedman Residence,STRATHCONA,Inventory of Historic Resources,,53.522891,-113.479956,"(53.52289136667346, -113.4799559931256)"
20450 - 34 Street,1920,The Brick House,EDMONTON ENERGY AND TECHNOLOGY PARK,Municipal Historic Resource,,53.666919,-113.399726,"(53.66691915827735, -113.39972589670641)"
10190 - 104 Street,1912,Metals Limited Building,DOWNTOWN,Municipal Historic Resource,,53.542833,-113.499768,"(53.54283251116789, -113.49976808949629)"
11236 - 95A STREET NW,1911,Burns Residence,ALBERTA AVENUE,Municipal Historic Resource,,53.562129,-113.489079,"(53.562128689937715, -113.48907860849593)"
9425 - 104 Street,1955,Rossdale Power Plant - Pump House #2,ROSSDALE,Inventory of Historic Resources,Provincial Historic Resource,53.529541,-113.499760,"(53.52954141818015, -113.4997600483163)"
10425 - 99 AVENUE NW,1912,McKay Aveue Public School,DOWNTOWN,Municipal Historic Resource,Provincial Historic Resource,53.536384,-113.500557,"(53.53638421700327, -113.50055669671904)"
11023 - 90 Avenue NW,1914,Fred Smith Residence,GARNEAU,Inventory of Historic Resources,,53.525302,-113.516611,"(53.52530223738383, -113.51661099273784)"
11212 - 64 STREET NW,1924,Rose Residence,HIGHLANDS,Municipal Historic Resource,,53.565436,-113.437034,"(53.56543599993343, -113.4370339858688)"
9620 - 103 Street NW,,9620 - 103 Street NW,ROSSDALE,Inventory of Historic Resources,,53.533065,-113.497933,"(53.533064701369604, -113.49793328203614)"
9425 - 104 Street,1953,Rossdale Power Plant - Machine Shop,ROSSDALE,Inventory of Historic Resources,,53.529541,-113.499760,"(53.52954141818015, -113.4997600483163)"
12754 - FORT ROAD NW,1953,Commercial Building,BELVEDERE,Inventory of Historic Resources,,53.586097,-113.441686,"(53.58609662120643, -113.44168628372086)"
11141 - 62 STREET NW,1912,Chown Residence,HIGHLANDS,Inventory of Historic Resources,Provincial Registered Historic Resource,53.565677,-113.432798,"(53.56567668816873, -113.43279842079235)"
9942 - 81 Avenue,1914,Peter Stockman Residence,RITCHIE,Inventory of Historic Resources,,53.517333,-113.488185,"(53.51733250514473, -113.48818510265026)"
10030 - 102 STREET NW,1927,Citadel Theatre - Salvation Army Citadel,DOWNTOWN,Inventory of Historic Resources,,53.539844,-113.496093,"(53.53984385301922, -113.49609333903318)"
12520 - 102 AVENUE NW,1914,McCray's Garage,WESTMOUNT,Inventory of Historic Resources,,53.543485,-113.538833,"(53.54348464554759, -113.53883347469717)"
10352 - 127 STREET NW,1930,Crawford Residence,WESTMOUNT,Inventory of Historic Resources,,53.546152,-113.541832,"(53.54615224394134, -113.54183178706676)"
9955 - 114 STREET NW,1913,Westminister Apartments,OLIVER,Municipal Historic Resource,,53.538602,-113.517211,"(53.53860242922306, -113.51721142490356)"
7504 - 106 STREET NW,1912,William Wood Residence,QUEEN ALEXANDRA,Municipal Historic Resource,,53.511493,-113.504878,"(53.51149269306214, -113.50487783520741)"
10842 - 123 STREET NW,1914,Angus Grant Residence,WESTMOUNT,Inventory of Historic Resources,,53.553809,-113.534631,"(53.553809029952355, -113.53463074735008)"
11019 - 90 Avenue,1914,John Vance Residence,GARNEAU,Inventory of Historic Resources,,53.523850,-113.516446,"(53.52384998703999, -113.51644594316868)"
9 Wellington Crescent NW,1929,Dowdell Residence,GLENORA,Inventory of Historic Resources,,53.541154,-113.546389,"(53.541153641900955, -113.54638931520842)"
10506 - 81 Avenue NW,1949,Strathcona Presbyterian Church,QUEEN ALEXANDRA,Inventory of Historic Resources,,53.517356,-113.500757,"(53.517355994279725, -113.5007569951219)"
10332 - 132 Street NW,1930,Falkenberg Residence,GLENORA,Inventory of Historic Resources,,53.545602,-113.550064,"(53.545602457770386, -113.55006411515116)"
11835 - 87 STREET NW,1935,John C. Davidson Residence,EASTWOOD,Inventory of Historic Resources,,53.571439,-113.473915,"(53.57143882477993, -113.47391495311291)"
10209 - 138 STREET NW,1913,Bourchier Residence,GLENORA,Inventory of Historic Resources,,53.543375,-113.559304,"(53.543374738460166, -113.55930406631015)"
13603 - 106A AVENUE NW,1956,Pechet Residence,GLENORA,Inventory of Historic Resources,,53.550107,-113.556805,"(53.550106887665876, -113.5568051820822)"
11326 - 66 STREET NW,1930,Residence,HIGHLANDS,Inventory of Historic Resources,,53.566567,-113.441159,"(53.56656695827277, -113.44115883555891)"
11012 - 86 Avenue,1930,Enock L. Loveseth Residence,GARNEAU,Inventory of Historic Resources,,53.522218,-113.515607,"(53.52221789681977, -113.51560739690758)"
15110 Stony Plain Road NW,1956,Imperial Building,CANORA,Inventory of Historic Resources,,53.541580,-113.581946,"(53.54158000281704, -113.58194576272017)"
8607 - 104 STREET NW,1913,Dr. Bayfield Residence,STRATHCONA,Inventory of Historic Resources,,53.522138,-113.496988,"(53.52213775836765, -113.49698759249308)"
5710 - 86 Street,,Richard Patterson Transit Garage,DAVIES INDUSTRIAL WEST,Inventory of Historic Resources,,53.492763,-113.458532,"(53.49276260771796, -113.45853165633649)"
11130 - 81 AVENUE NW,1929,William Dewar McDougall Residence,GARNEAU,Inventory of Historic Resources,,53.517385,-113.519329,"(53.51738533600555, -113.51932921010422)"
9611 - 101A AVENUE NW,1913,Gibson Block,BOYLE STREET,Municipal Historic Resource,Provincial Historic Resource,53.543563,-113.482558,"(53.543563028935885, -113.4825584362603)"
14030 - 104 Avenue NW,1949,Missiaen Residence,GLENORA,Inventory of Historic Resources,,53.545970,-113.564931,"(53.5459696670385, -113.56493100612983)"
9804 - 107 STREET NW,,Numerous Specimens,DOWNTOWN,Inventory of Historic Resources,,53.532538,-113.506139,"(53.53253753971648, -113.50613892784837)"
10415 - 86 AVENUE NW,1909,Herbert Gray Residence,STRATHCONA,Inventory of Historic Resources,,53.521564,-113.498552,"(53.521563659664444, -113.49855249646137)"
10821 - 126 STREET NW,1913,Ghostley Residence,WESTMOUNT,Inventory of Historic Resources,,53.553275,-113.538960,"(53.55327494943039, -113.5389600107691)"
10612 - 97 Avenue,1914,Park View Apartments,DOWNTOWN,Municipal Historic Resource,,53.534332,-113.503607,"(53.53433192410245, -113.50360739942515)"
13221 Buena Vista Rd NW,1910,SIr Wilfred Laurier Park,RIVER VALLEY CAPITOL HILL,Inventory of Historic Resources,,53.510323,-113.555825,"(53.51032331266885, -113.55582518411556)"
11404 - 89 AVENUE NW,,Landscape Features,UNIVERSITY OF ALBERTA,Inventory of Historic Resources,,53.523704,-113.524477,"(53.52370360497574, -113.52447664683923)"
10727 - 125 STREET NW,1913,Dr. Terwillegar Residence,WESTMOUNT,Municipal Historic Resource,Provincial Registered Historic Resource,53.551825,-113.537183,"(53.55182524491112, -113.53718342962917)"
10440 - 140 Street NW,1949,Linsdell Residence,GLENORA,Inventory of Historic Resources,,53.547475,-113.563323,"(53.5474746995701, -113.56332270988146)"
11005 - 80 Avenue,,Residence,GARNEAU,Inventory of Historic Resources,,53.515888,-113.515384,"(53.515888303667936, -113.51538397524631)"
11533 - 135 STREET NW,1955,Mount Zion Lutheran Church,WOODCROFT,Inventory of Historic Resources,,53.566501,-113.554171,"(53.56650088359859, -113.55417098179305)"
13012 - 104 Avenue NW,1914,Chalmers Residence,GLENORA,Inventory of Historic Resources,,53.546493,-113.546722,"(53.54649280460926, -113.54672197593351)"
6920 - 128 AVENUE NW,1914,North Edmonton Public School,BALWIN,Inventory of Historic Resources,,53.586862,-113.448391,"(53.5868622495514, -113.44839079441648)"
10808 - 120 STREET NW,1958,MacMillan and Bloedell Warehouse (Hudson Paper Company),QUEEN MARY PARK,Inventory of Historic Resources,,53.553429,-113.529857,"(53.55342928313074, -113.52985688800985)"
10510 - 86 AVENUE NW,1912,Hermenengilde Buteau Residence,STRATHCONA,Inventory of Historic Resources,,53.522041,-113.500933,"(53.52204091221397, -113.50093274676529)"
10505 - 81 AVENUE NW,1912,Strathcona Garage,QUEEN ALEXANDRA,Inventory of Historic Resources,,53.516814,-113.500772,"(53.516813703284996, -113.50077226190244)"
12740 - 114 Street,1929,Lane Residence,CALDER,Inventory of Historic Resources,,53.586151,-113.518742,"(53.58615118061981, -113.51874161128583)"
9534 - 109A AVENUE NW,1926,G Miller Residence,MCCAULEY,Inventory of Historic Resources,,53.557292,-113.487269,"(53.55729155539708, -113.48726945584424)"
11223 - 100 AVENUE NW,1907,Residence,OLIVER,Inventory of Historic Resources,,53.538586,-113.515244,"(53.53858604935916, -113.51524414828579)"
14315 - 102a Street,1950,Griesbach School,GRIESBACH,Inventory of Historic Resources,,53.610356,-113.498265,"(53.610355904790666, -113.4982650507456)"
