Contravention Date,Contravention In Last 7 Days,Ticket Type,Ticket Description,Contravention Code,Contravention Code Suffix,Contravention Code Description,Ticket Issued Via CCTV Camera,Controlled Parking Zone Area,Street,Vehicle Category,Vehicle Removed,Status Of Case,Charging Band Description,Civil Enforcement Officer Error,Penalty Charge Notice Cancelled,Penalty Charge Notice Written Off,Cancellation Reason,Foreign Vehicle,Country Vehicle Registered To,Has Appeal,Formal Representation,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Location,Spatial Accuracy,Last Uploaded,Socrata ID
03/08/2014,No,MTC,Moving Traffic Contravention,50R,R,Performing a prohibited turn (no right turn),Yes,CA-R,COMPAYNE GARDENS NW6,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:47:59 AM,180626
13/06/2014,No,MTC,Moving Traffic Contravention,52M,M,Failing to comply with a prohibition on certain types of vehicle (no motor vehicles),Yes,CA-L,GRAFTON ROAD NW5,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:48:51 AM,206671
06/12/2014,No,O/S TMA,On Street Contravention,21R,R,Parked wholly or partly in a suspended bay or space - residents` bay,No,CA-B,BELSIZE PLACE NW3,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,E05000135,Hampstead Town,526884,185021,-0.171395,51.549824,"(51.549824, -0.171395)",Civil Enforcement Officer GPS Location,31/12/2017 02:26:34 AM,627731
09/01/2015,No,O/S TMA,On Street Contravention,05S,S,Parked after the expiry of paid for time - Shared use bay,No,CA-J,ERSKINE ROAD NW1,(Private) Car,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:35:02 AM,47418
23/12/2014,No,O/S TMA,On Street Contravention,06,,Parked without clearly displaying a valid pay & display ticket or voucher,No,CA-M,BARTHOLOMEW ROAD NW5,(Private) Car,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:36:27 AM,65610
11/04/2014,No,MTC,Moving Traffic Contravention,32D,D,Failing to drive in the direction shown by the arrow on a blue sign (proceeding in the wrong direction),Yes,CA-C,GREAT RUSSELL STREET WC1,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:45:31 AM,164438
22/04/2014,No,BUS,Bus Lane Contravention,34J,J,Being in a bus lane - camera enforcement,Yes,CA-C,SOUTHAMPTON ROW (CA-C) WC1,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,E05000138,Holborn and Covent Garden,530476,181683,-0.120861,51.519006,"(51.519006, -0.120861)",Fixed CCTV Camera,31/12/2017 02:11:49 AM,495229
17/02/2015,No,O/S TMA,On Street Contravention,02,,Parked or loading/unloading in a restricted street where waiting and loading/unloading restrictions are in force,No,CA-L,HOLMES ROAD NW5,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:33:02 AM,26227
30/09/2014,No,O/S TMA,On Street Contravention,01,,Parked in a restricted street during prescribed hours,No,CA-F,JEFFREYS PLACE NW1,(Private) Car,No,Cancelled,Band A (Higher),No,Yes,No,Discretion / Mitigation,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:31:27 AM,11327
13/08/2014,No,MTC,Moving Traffic Contravention,52M,M,Failing to comply with a prohibition on certain types of vehicle (no motor vehicles),Yes,CA-L,GRAFTON ROAD NW5,Large Van,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:48:53 AM,207559
26/03/2015,No,O/S TMA,On Street Contravention,01,,Parked in a restricted street during prescribed hours,No,CA-F,HARMOOD STREET NW1,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:31:07 AM,5155
26/08/2014,No,O/S TMA,On Street Contravention,06P,P,Parked without clearly displaying a valid pay & display ticket or voucher - pay and display,No,CA-H,THURLOW ROAD NW3,(Private) Car,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:36:40 AM,69993
28/06/2014,No,MTC,Moving Traffic Contravention,50L,L,Performing a prohibited turn (no left turn),Yes,CA-D,PHOENIX PLACE WC1,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:47:36 AM,173509
07/08/2014,No,O/S TMA,On Street Contravention,01,,Parked in a restricted street during prescribed hours,No,CA-G,DRUMMOND STREET NW1,Small Van,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:31:30 AM,11971
11/04/2014,No,MTC,Moving Traffic Contravention,51J,J,Failing to comply with a no entry restriction - camera enforcement,Yes,CA-H,WILLOW ROAD NW3,Large Van,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:48:35 AM,193163
18/11/2014,No,O/S TMA,On Street Contravention,06,,Parked without clearly displaying a valid pay & display ticket or voucher,No,CA-D,RUSSELL SQUARE WC1,(Private) Car,No,Cancelled,Band A (Lower),No,Yes,No,Liability Waived,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:35:53 AM,57744
18/11/2014,No,MTC,Moving Traffic Contravention,31J,J,Entering and stopping in a box junction when prohibited - camera enforcement,Yes,CA-D,RUSSELL SQUARE (SOUTHAMPTON ROW),Small Van,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,E05000129,Bloomsbury,530227,181929,-0.124357,51.521274,"(51.521274, -0.124357)",Fixed CCTV Camera,31/12/2017 02:15:38 AM,542274
16/09/2014,No,O/S TMA,On Street Contravention,21P,P,Parked wholly or partly in a suspended bay or space - pay & display,No,CA-D,GREAT ORMOND STREET WC1,Small Van,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:43:43 AM,145855
18/12/2014,No,O/S TMA,On Street Contravention,061,,"A heavy commercial vehicle wholly or partly parked on a footway, verge or land between two carriageways",No,CA-H,FROGNAL (CA-H) NW3,Articulated Truck,No,Paid/Closed,Band A (Higher),No,No,No,,Yes,Ireland,No,No,E05000133,Frognal and Fitzjohns,526135,185433,-0.182043,51.55369,"(51.55369, -0.182043)",Civil Enforcement Officer GPS Location,31/12/2017 01:51:25 AM,280011
30/03/2015,No,O/S TMA,On Street Contravention,47,,Stopped on a restricted bus stop/stand,No,CA-P,WEST END LANE (CA-P/W) NW6,Small Van,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:46:56 AM,171496
13/01/2015,No,MTC,Moving Traffic Contravention,50R,R,Performing a prohibited turn (no right turn),Yes,CA-M,CAVERSHAM ROAD NW5,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,E05000139,Kentish Town,528999,185013,-0.140918,51.549271,"(51.549271, -0.140918)",Fixed CCTV Camera,31/12/2017 01:58:29 AM,331821
01/04/2014,No,O/S TMA,On Street Contravention,05U,U,Parked after the expiry of paid for time mobile phone parking,No,CA-E,PERCY STREET W1,(Private) Car,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:35:24 AM,51628
08/03/2015,No,O/S TMA,On Street Contravention,01,,Parked in a restricted street during prescribed hours,No,CA-F,JAMESTOWN ROAD NW1,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:31:53 AM,17469
10/09/2014,No,O/S TMA,On Street Contravention,05U,U,Parked after the expiry of paid for time mobile phone parking,No,CA-H,HEATH STREET NW3,(Private) Car,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:35:25 AM,51836
20/06/2014,No,O/S TMA,On Street Contravention,24,,Not parked correctly within the markings of the bay or space,No,CA-L,GRAFTON ROAD NW5,(Private) Car,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:44:07 AM,149314
13/09/2014,No,BUS,Bus Lane Contravention,34J,J,Being in a bus lane - camera enforcement,Yes,CA-Q,KILBURN HIGH ROAD,Motorcycle,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,525008,184149,-0.198753,51.542404,"(51.542404, -0.198753)",Fixed CCTV Camera,31/12/2017 02:05:48 AM,435025
30/07/2014,No,O/S TMA,On Street Contravention,01,,Parked in a restricted street during prescribed hours,No,CA-D,HATTON WALL EC1,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:31:22 AM,10016
09/12/2014,No,CCTV TMA,CCTV Parking Contravention,02J,J,Parked or loading/unloading in a restricted street where waiting and loading/unloading restrictions are in force - camera enforcement,Yes,CA-E,TOTTENHAM COURT ROAD W1,Rigid Truck,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,Yes,E05000129,Bloomsbury,529578,181764,-0.133767,51.519941,"(51.519941, -0.133767)",Fixed CCTV Camera,31/12/2017 03:23:21 AM,1285199
17/05/2014,No,MTC,Moving Traffic Contravention,50L,L,Performing a prohibited turn (no left turn),Yes,CA-D,PHOENIX PLACE WC1,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:47:36 AM,173471
17/02/2015,No,O/S TMA,On Street Contravention,05U,U,Parked after the expiry of paid for time mobile phone parking,No,CA-D,RUSSELL SQUARE WC1,Small Van,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:35:29 AM,52528
02/07/2014,No,O/S TMA,On Street Contravention,06,,Parked without clearly displaying a valid pay & display ticket or voucher,No,CA-C,NEW COMPTON STREET WC2,Motorcycle,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,E05000138,Holborn and Covent Garden,529999,181192,-0.127906,51.5147,"(51.5147, -0.127906)",Civil Enforcement Officer GPS Location,31/12/2017 03:06:26 AM,1090529
06/02/2015,No,CCTV TMA,CCTV Parking Contravention,99J,J,Stopped on a pedestrian crossing and/or crossing area marked by zig-zags - camera enforcement,Yes,CA-H,SOUTH END ROAD NW3,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:49:54 AM,221194
19/03/2015,No,O/S TMA,On Street Contravention,05U,U,Parked after the expiry of paid for time mobile phone parking,No,CA-E,TOTTENHAM COURT ROAD W1,(Private) Car,No,WrittenOff,Band A (Lower),No,No,Yes,Write Off,No,United Kingdom,No,No,E05000129,Bloomsbury,529306,182062,-0.137578,51.522682,"(51.522682, -0.137578)",Civil Enforcement Officer GPS Location,31/12/2017 03:13:31 AM,1163180
08/10/2014,No,MTC,Moving Traffic Contravention,32D,D,Failing to drive in the direction shown by the arrow on a blue sign (proceeding in the wrong direction),Yes,CA-C,GREAT RUSSELL STREET WC1,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:45:31 AM,164530
24/01/2015,No,O/S TMA,On Street Contravention,11,,Parked without payment of the parking charge,No,CA-D,MARCHMONT STREET WC1,(Private) Car,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,E05000129,Bloomsbury,530167,182339,-0.125065,51.524967,"(51.524967, -0.125065)",Civil Enforcement Officer GPS Location,31/12/2017 03:03:13 AM,1036866
26/02/2015,No,O/S TMA,On Street Contravention,01,,Parked in a restricted street during prescribed hours,No,CA-R,GOLDHURST TERRACE NW6,Small Van,No,Cancelled,Band A (Higher),No,Yes,No,Liability Waived,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:31:33 AM,12738
12/03/2015,No,BUS,Bus Lane Contravention,34J,J,Being in a bus lane - camera enforcement,Yes,CA-C,SOUTHAMPTON ROW (CA-C) WC1,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,E05000138,Holborn and Covent Garden,530476,181683,-0.120861,51.519006,"(51.519006, -0.120861)",Fixed CCTV Camera,31/12/2017 02:11:27 AM,489848
28/02/2015,No,O/S TMA,On Street Contravention,11,,Parked without payment of the parking charge,No,CA-F,HAWLEY STREET NW1,(Private) Car,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,E05000130,Camden Town with Primrose Hill,528659,184246,-0.146093,51.542452,"(51.542452, -0.146093)",Civil Enforcement Officer GPS Location,31/12/2017 03:05:00 AM,1064461
08/04/2014,No,O/S TMA,On Street Contravention,24,,Not parked correctly within the markings of the bay or space,No,CA-R,ACOL ROAD NW6,(Private) Car,No,Cancelled,Band A (Lower),No,Yes,No,Liability Waived,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:44:08 AM,149548
23/12/2014,No,BUS,Bus Lane Contravention,34J,J,Being in a bus lane - camera enforcement,Yes,CA-C,SOUTHAMPTON ROW (CA-C) WC1,Motorcycle,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,E05000138,Holborn and Covent Garden,530476,181683,-0.120861,51.519006,"(51.519006, -0.120861)",Fixed CCTV Camera,31/12/2017 02:11:32 AM,490949
02/08/2014,No,O/S TMA,On Street Contravention,05P,P,Parked after the expiry of paid for time - Pay & display,No,CA-C,ENDELL STREET WC2,(Private) Car,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:34:44 AM,42742
06/10/2014,No,CCTV TMA,CCTV Parking Contravention,99J,J,Stopped on a pedestrian crossing and/or crossing area marked by zig-zags - camera enforcement,Yes,CA-H,SOUTH END ROAD NW3,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:49:53 AM,220798
12/05/2014,No,O/S TMA,On Street Contravention,06,,Parked without clearly displaying a valid pay & display ticket or voucher,No,CA-Q,PALMERSTON ROAD NW6,(Private) Car,No,Cancelled,Band A (Lower),No,Yes,No,Liability Waived,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:36:19 AM,63675
21/01/2015,No,O/S TMA,On Street Contravention,01,,Parked in a restricted street during prescribed hours,No,CA-D,BEDFORD ROW WC1,Small Van,No,Cancelled,Band A (Higher),No,Yes,No,Liability Waived,No,United Kingdom,No,Yes,,,,,,,,Unknown,31/12/2017 01:31:31 AM,12090
30/08/2014,No,CCTV TMA,CCTV Parking Contravention,99J,J,Stopped on a pedestrian crossing and/or crossing area marked by zig-zags - camera enforcement,Yes,CA-H,SOUTH END ROAD NW3,Large Van,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:49:53 AM,220670
14/02/2015,No,O/S TMA,On Street Contravention,01,,Parked in a restricted street during prescribed hours,No,CA-H,FROGNAL (CA-H) NW3,(Private) Car,No,Cancelled,Band A (Higher),Yes,Yes,No,Civil Enforcement Officer (CEO) Error,No,United Kingdom,No,No,E05000133,Frognal and Fitzjohns,526140,185859,-0.181826,51.55752,"(51.55752, -0.181826)",Civil Enforcement Officer GPS Location,31/12/2017 03:40:32 AM,1453991
24/04/2014,No,O/S TMA,On Street Contravention,21R,R,Parked wholly or partly in a suspended bay or space - residents` bay,No,CA-B,BELSIZE PLACE NW3,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:43:48 AM,146842
17/07/2014,No,O/S TMA,On Street Contravention,06,,Parked without clearly displaying a valid pay & display ticket or voucher,No,CA-D,BOSWELL STREET WC1,Small Van,No,Cancelled,Band A (Lower),No,Yes,No,Liability Waived,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:36:16 AM,62994
27/10/2014,No,O/S TMA,On Street Contravention,05P,P,Parked after the expiry of paid for time - Pay & display,No,CA-D,HATTON GARDEN EC1,(Private) Car,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:34:40 AM,41741
25/03/2015,No,O/S TMA,On Street Contravention,21,,Parked wholly or partly in a suspended bay or space,No,CA-B,BELSIZE PARK GARDENS NW3,(Private) Car,Yes,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:43:19 AM,141181
12/03/2015,No,MTC,Moving Traffic Contravention,51J,J,Failing to comply with a no entry restriction - camera enforcement,Yes,CA-L,GRAFTON ROAD NW5,Large Van,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:48:22 AM,185242
26/11/2014,No,O/S TMA,On Street Contravention,62,,Parked with one or more wheels on or over a footpath or any part of a road other than a carriageway,No,CA-R,GOLDHURST TERRACE NW6,(Private) Car,No,Cancelled,Band A (Higher),Yes,Yes,No,Civil Enforcement Officer (CEO) Error,No,United Kingdom,No,Yes,E05000144,Swiss Cottage,526231,184196,-0.181115,51.542552,"(51.542552, -0.181115)",Civil Enforcement Officer GPS Location,31/12/2017 01:51:12 AM,271168
08/12/2014,No,O/S TMA,On Street Contravention,21R,R,Parked wholly or partly in a suspended bay or space - residents` bay,No,CA-R,ACOL ROAD NW6,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:43:47 AM,146443
15/10/2014,No,O/S TMA,On Street Contravention,02,,Parked or loading/unloading in a restricted street where waiting and loading/unloading restrictions are in force,No,CA-D,QUEEN SQUARE WC1,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:32:55 AM,24681
06/12/2014,No,BUS,Bus Lane Contravention,34J,J,Being in a bus lane - camera enforcement,Yes,CA-Q,KILBURN HIGH ROAD,Motorcycle,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,525008,184149,-0.198753,51.542404,"(51.542404, -0.198753)",Fixed CCTV Camera,31/12/2017 02:05:47 AM,434715
29/05/2014,No,O/S TMA,On Street Contravention,06,,Parked without clearly displaying a valid pay & display ticket or voucher,No,CA-D,PRINCETON STREET WC1,(Private) Car,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,E05000138,Holborn and Covent Garden,530807,181800,-0.116045,51.519977,"(51.519977, -0.116045)",Civil Enforcement Officer GPS Location,31/12/2017 03:07:06 AM,1103715
05/12/2014,No,CCTV TMA,CCTV Parking Contravention,62J,J,Parked with one or more wheels on or over a footpath or any part of a road other than a carriageway - camera enforcement,Yes,CA-H,THE MOUNT NW3,Large Van,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:49:37 AM,214699
22/01/2015,No,MTC,Moving Traffic Contravention,51J,J,Failing to comply with a no entry restriction - camera enforcement,Yes,CA-L,GRAFTON ROAD NW5,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:48:22 AM,184932
17/12/2014,No,O/S TMA,On Street Contravention,05P,P,Parked after the expiry of paid for time - Pay & display,No,CA-L,GRAFTON ROAD NW5,(Private) Car,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:34:49 AM,43722
05/03/2015,No,O/S TMA,On Street Contravention,11,,Parked without payment of the parking charge,No,CA-D,BELGROVE STREET WC1,(Private) Car,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:37:22 AM,77467
23/05/2014,No,O/S TMA,On Street Contravention,24,,Not parked correctly within the markings of the bay or space,No,CA-Q,IVERSON ROAD NW6,Small Van,No,Cancelled,Band A (Lower),No,Yes,No,Liability Waived,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:44:05 AM,149053
26/03/2015,No,O/S TMA,On Street Contravention,05S,S,Parked after the expiry of paid for time - Shared use bay,No,CA-P,HILLFIELD ROAD NW6,(Private) Car,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:35:03 AM,47438
27/05/2014,No,O/S TMA,On Street Contravention,06,,Parked without clearly displaying a valid pay & display ticket or voucher,No,CA-D,RUSSELL SQUARE WC1,(Private) Car,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:36:37 AM,69239
12/03/2015,No,O/S TMA,On Street Contravention,11,,Parked without payment of the parking charge,No,CA-L,GRAFTON ROAD NW5,Small Van,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:37:23 AM,77583
09/01/2015,No,CCTV TMA,CCTV Parking Contravention,02J,J,Parked or loading/unloading in a restricted street where waiting and loading/unloading restrictions are in force - camera enforcement,Yes,CA-M,KENTISH TOWN ROAD NW5,Large Van,No,Cancelled,Band A (Higher),No,Yes,No,Liability Waived,No,United Kingdom,No,Yes,E05000139,Kentish Town,528933,184684,-0.14199,51.546329,"(51.546329, -0.14199)",Fixed CCTV Camera,31/12/2017 03:22:48 AM,1273397
04/03/2015,No,MTC,Moving Traffic Contravention,31J,J,Entering and stopping in a box junction when prohibited - camera enforcement,Yes,CA-B,FITZJOHN'S AVENUE (NETHERHALL GARDENS),(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,Yes,Yes,,,,,,,,Unknown,31/12/2017 01:44:58 AM,156710
23/02/2015,No,O/S TMA,On Street Contravention,01,,Parked in a restricted street during prescribed hours,No,CA-U,DARTMOUTH PARK ROAD NW5,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:30:56 AM,3162
14/11/2014,No,O/S TMA,On Street Contravention,05P,P,Parked after the expiry of paid for time - Pay & display,No,CA-E,GRAFTON WAY W1,(Private) Car,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:34:45 AM,42842
