index,budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,cast,director
295,100000000,Action Thriller Romance,http://thetourist-movie.com/,37710,paris hotel false identity undercover agent romance,en,The Tourist,"American tourist Frank (Johnny Depp) meets mysterious British woman Elsie (Angelina Jolie) on the train to Venice. Romance seems to bud, but there's more to her than meets the eye. Remake of the 2005 French film ""Anthony Zimmer"", written and directed by Jérôme Salle.",41.426678,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Peninsula Films"", ""id"": 682}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Sony Pictures Releasing"", ""id"": 3045}, {""name"": ""GK Films"", ""id"": 3281}, {""name"": ""Sony Pictures Worldwide Acquisitions (SPWA)"", ""id"": 14577}, {""name"": ""Italian Tax Credit"", ""id"": 21212}, {""name"": ""Birnbaum/Barber"", ""id"": 23731}, {""name"": ""Cineroma SRL"", ""id"": 23732}, {""name"": ""French Tax Credit"", ""id"": 23733}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}]",2010-12-08,278731369,103.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,It all started when he met a woman,The Tourist,6.0,1699,Johnny Depp Angelina Jolie Paul Bettany Timothy Dalton Steven Berkoff,Florian Henckel von Donnersmarck
1400,35000000,Comedy Romance,http://www.theback-upplan.com/,34806,kiss sperm bank romantic comedy male female relationship doctor,en,The Back-Up Plan,"When Zoe tires of looking for Mr. Right, she decides to have a baby on her own. But on the day she's artificially inseminated, she meets Stan, who seems to be just who she's been searching for all her life. Now, Zoe has to figure out how to make her two life's dreams fit with each other.",18.382920000000002,"[{""name"": ""Escape Artists"", ""id"": 1423}, {""name"": ""CBS Films"", ""id"": 5490}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-04-23,77477008,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Fall in love, get married, have a baby. Not necessarily in that order.",The Back-Up Plan,5.7,458,Jennifer Lopez Alex O'Loughlin Danneel Ackles Eric Christian Olsen Anthony Anderson,Alan Poul
3385,0,Action Adventure Drama War,,25388,gypsy middle east foreign legion wilderness archaeologist,en,March or Die,"The French Foreign Legion, in the early 20s, is tasked to protect a group of Archaeologists in the middle east. After scenes depicting the hardship of day-to-day Foreign Legion life, and the ragtag collection of people who join, the local Arabs take offence at the Archaeologists and declare Jihad. A large battle takes place, with the inevitable last stand.",3.829937,"[{""name"": ""Associated General Films"", ""id"": 4377}, {""name"": ""Sir Lew Grade"", ""id"": 11985}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1977-09-08,0,107.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,March or Die,6.2,16,Gene Hackman Terence Hill Catherine Deneuve Ian Holm Jack O'Halloran,Dick Richards
3120,10000000,Drama Thriller,,245846,australia missing child outback alcoholic drink troubled marriage,en,Strangerland,"Newly arrived to a remote desert town, Catherine and Matthew are tormented by a suspicion when their two teenage children mysteriously vanish.",5.1456550000000005,"[{""name"": ""Worldview Entertainment"", ""id"": 9015}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",2015-07-01,17472,111.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,To find the truth they must lose themselves.,Strangerland,5.1,83,Nicole Kidman Joseph Fiennes Hugo Weaving Lisa Flanagan Megan Alston,Kim Farrant
3156,0,Drama Comedy Family,http://www.reddogmovie.com/,66125,1970s human animal relationship australia grief search,en,Red Dog,Based on the legendary true story of the Red Dog who united a disparate local community while roaming the Australian outback in search of his long lost master.,5.499412,"[{""name"": ""Screen Australia"", ""id"": 7584}, {""name"": ""Endymion Films"", ""id"": 7887}, {""name"": ""ScreenWest"", ""id"": 7888}, {""name"": ""Essential Entertainment"", ""id"": 46381}, {""name"": ""Woss Group Film Productions"", ""id"": 53042}, {""name"": ""The South Australian Film Corporation"", ""id"": 56787}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",2011-08-04,0,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}]",Released,He's Been Everywhere Mate.,Red Dog,7.1,83,Josh Lucas Rachael Taylor Rohan Nichol Luke Ford Arthur Angel,Kriv Stenders
3316,6500000,Action Crime Drama Thriller,,11022,assertion investigation internal affairs narcotics cop,en,Narc,"An undercover narc dies, the investigation stalls, so the Detroit P.D. brings back Nick Tellis, fired 18-months ago when a stray bullet hits a pregnant woman. Tellis teams with Henry Oak, a friend of the dead narc and an aggressive cop constantly under the scrutiny of internal affairs. They follow leads and informants turn up dead.",8.526635,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Lions Gate Films"", ""id"": 35}, {""name"": ""Cruise/Wagner Productions"", ""id"": 44}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-01-14,12633747,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}]",Released,,Narc,6.8,142,Jason Patric Ray Liotta Chi McBride Busta Rhymes Lloyd Adams,Joe Carnahan
974,50000000,Crime Drama Mystery Thriller,,9573,houseboat heart investigation police ex-cop,en,Blood Work,"Still recovering from a heart transplant, a retired FBI profiler returns to service when his own blood analysis offers clues to the identity of a serial killer.",10.089065,"[{""name"": ""Malpaso Productions"", ""id"": 171}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-08-04,26199517,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,He's a heartbeat away from catching the killer,Blood Work,6.1,206,Clint Eastwood Jeff Daniels Anjelica Huston Wanda De Jesus Tina Lifford,Clint Eastwood
2420,0,Comedy,,41382,,en,Lottery Ticket,Kevin Carson is a young man living in the projects who has to survive a three-day weekend after his opportunistic neighbors find out he's holding a winning lottery ticket worth $370 million,9.054803,"[{""name"": ""Cube Vision"", ""id"": 2780}, {""name"": ""Sweepstake Productions"", ""id"": 49966}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-08-20,0,99.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Winning is Just the Beginning Surviving is Another Story,Lottery Ticket,5.6,54,Shad Moss Brandon T. Jackson Naturi Naughton Loretta Devine Teairra Mari,Erik White
1817,25000000,Thriller Action Drama Music Romance,,619,sister sister relationship anonymous letter diva bodyguard oscar award,en,The Bodyguard,"A former Secret Service agent grudgingly takes an assignment to protect a pop idol who's threatened by a crazed fan. At first, the safety-obsessed bodyguard and the self-indulgent diva totally clash. But before long, all that tension sparks fireworks of another sort, and the love-averse tough guy is torn between duty and romance.",26.576385,"[{""name"": ""Tig Productions"", ""id"": 335}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Kasdan Pictures"", ""id"": 13040}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1992-11-25,411006740,129.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Never let her out of your sight. Never let your guard down. Never fall in love.,The Bodyguard,6.1,661,Whitney Houston Kevin Costner Michele Lamar Richards Ralph Waite Gary Kemp,Mick Jackson
385,100000000,Animation Comedy,http://www.warnerbros.com/happy-feet,9836,ocean fish zoo penguin tap dancing,en,Happy Feet,"Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!",37.272385,"[{""name"": ""Kennedy Miller Productions"", ""id"": 2537}, {""name"": ""Animal Logic"", ""id"": 8089}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",2006-11-16,384335608,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,WARNING: May Cause Toe-Tapping.,Happy Feet,5.9,1410,Elijah Wood Robin Williams Brittany Murphy Hugh Jackman Nicole Kidman,George Miller
2343,18000000,Adventure Fantasy Action,,9610,swordplay sword magic warrior woman lone wolf,en,Conan the Destroyer,"Based on a character created by Robert E. Howard, this fast-paced, occasionally humorous sequel to Conan the Barbarian features the hero (Arnold Schwarzenegger) as he is commissioned by the evil queen Taramis (Sarah Douglas) to safely escort a teen princess (Olivia D'Abo) and her powerful bodyguard (Wilt Chamberlain) to a far away castle to retrieve the magic Horn of Dagon. Unknown to Conan, the queen plans to sacrifice the princess when she returns and inherit her kingdom after the bodyguard kills Conan. The queen's plans fail to take into consideration Conan's strength and cunning and the abilities of his sidekicks: the eccentric wizard Akiro (Mako), the wild woman Zula (Grace Jones), and the inept Malak (Tracey Walter). Together the hero and his allies must defeat both mortal and supernatural foes in this voyage to sword-and-sorcery land.",18.379123999999997,"[{""name"": ""De Laurentiis Entertainment Group"", ""id"": 499}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1984-06-29,100000000,103.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The most powerful legend of all is back in a new adventure.,Conan the Destroyer,5.8,383,Arnold Schwarzenegger Grace Jones Wilt Chamberlain Tracey Walter Mako,Richard Fleischer
3541,0,Drama Thriller Crime Mystery,,979,paris prostitute rape sex nudity,fr,Irréversible,"Events over the course of one traumatic night in Paris unfold in reverse-chronological order as the beautiful Alex is brutally raped and beaten by a stranger in the underpass. Her boyfriend and ex-lover take matters into their own hands by hiring two criminals to help them find the rapist so that they can exact revenge. A simultaneously beautiful and terrible examination of the destructive nature of cause and effect, and how time destroys everything.",32.476098,"[{""name"": ""Eskwad"", ""id"": 616}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Wild Bunch"", ""id"": 856}, {""name"": ""Les Cin\u00e9mas de la Zone"", ""id"": 1157}, {""name"": ""Nord-Ouest Productions"", ""id"": 4176}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""120 Films"", ""id"": 19233}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",2002-05-22,792,97.0,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Time destroys everything.,Irreversible,7.1,538,Monica Bellucci Vincent Cassel Albert Dupontel Jo Prestia Philippe Nahon,Gaspar No\u00e9
689,60000000,Comedy Family,http://marleyandmemovie.com/,14306,journalist based on novel puppy dog duringcreditsstinger,en,Marley & Me,"A newly married couple who, in the process of starting a family, learn many of life's important lessons from their trouble-loving retriever, Marley. Packed with plenty of laughs to lighten the load, the film explores the highs and lows of marriage, maturity and confronting one's own mortality, as seen through the lens of family life with a dog.",30.951203000000003,"[{""name"": ""Sunswept Entertainment"", ""id"": 5219}, {""name"": ""Dune Entertainment III"", ""id"": 6332}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-12-25,244082376,115.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Heel the love.,Marley & Me,6.9,1343,Owen Wilson Jennifer Aniston Eric Dane Kathleen Turner Alan Arkin,David Frankel
57,180000000,Animation Family,http://disney.go.com/disneypictures/wall-e/,10681,romantic comedy,en,WALL·E,"WALL·E is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space. For 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. When a ship arrives with a sleek new type of robot, WALL·E thinks he's finally found a friend and stows away on the ship when it leaves.",66.390712,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}, {""name"": ""FortyFour Studios"", ""id"": 93408}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-06-22,521311860,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,An adventure beyond the ordinar-E.,WALL·E,7.8,6296,Ben Burtt Elissa Knight Jeff Garlin Fred Willard John Ratzenberger,Andrew Stanton
676,63000000,Drama Action Western,,12160,gunslinger gambling sheriff deputy sheriff wretch,en,Wyatt Earp,"Covering the life and times of one of the West's most iconic heroes Wyatt Earp weaves an intricate tale of Earp and his friends and family. With a star studded cast, sweeping cinematography and authentic costumes Wyatt Earp led the way during the Western revival in the 90's.",13.859307000000001,"[{""name"": ""Tig Productions"", ""id"": 335}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Kasdan Pictures"", ""id"": 13040}, {""name"": ""Paragon Entertainment Corp."", ""id"": 24217}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1994-06-24,25052000,191.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The epic story of love and adventure in a lawless land.,Wyatt Earp,6.5,202,Kevin Costner Dennis Quaid Gene Hackman David Andrews Linden Ashby,Lawrence Kasdan
3086,10000000,Action Comedy Romance Thriller,,29076,female nudity drug cartel nervous breakdown,en,Gun Shy,"Legendary undercover DEA agent Charlie Mayough has suddenly lost his nerves of steel. On the verge of a career-induced mental breakdown, and in complete fear of trigger-happy Mafia leader Fulvio Nesstra, Charlie seeks psychiatric help and finds himself relying on the support of an unstable therapy group and nurse Judy just to get through his work.",3.988432,"[{""name"": ""Hollywood Pictures"", ""id"": 915}, {""name"": ""Fortis Films"", ""id"": 4258}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-02-04,1631839,101.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Agency's best has a bad case of nerves.,Gun Shy,5.4,24,Sandra Bullock Liam Neeson Oliver Platt Jos\u00e9 Z\u00fa\u00f1iga Michael DeLorenzo,Eric Blakeney
106,160000000,Fantasy Adventure Animation Comedy Family,http://www.shrekthethird.com/flash/index.html,810,ambush sadness stage liberation of prisoners island,en,Shrek the Third,"The King of Far Far Away has died and Shrek and Fiona are to become King &amp; Queen. However, Shrek wants to return to his cozy swamp and live in peace and quiet, so when he finds out there is another heir to the throne, they set off to bring him back to rule the kingdom.",42.986467,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""DreamWorks Animation"", ""id"": 521}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-05-17,798958165,93.0,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Who's ready for Thirds?,Shrek the Third,6.0,2278,Mike Myers Eddie Murphy Cameron Diaz Julie Andrews Antonio Banderas,Chris Miller
